Gene1	Gene2	Weight
CCND1	VCP	0
BIRC5	GLE1	0
UBA2	AJUBA	0
VPS33A	HAUS5	0
MECP2	DHX16	0
ACTR8	TTC8	0
INTS2	ATP5F1B	0
VPS18	IFT57	0
CCP110	DISC1	0
RFC3	RPS16	0
SYMPK	MKS1	0
SIKE1	OPA1	0
PELP1	NCL	0
RNPS1	SNUPN	0
SF3A1	MRPL46	0
SMARCE1	TCERG1	0
SPG7	HIP1R	0
SFI1	ESS2	0
MRPL12	SRSF7	0
TRAPPC3	RCOR3	0
GID8	WDR26	0
ARHGEF2	RPL8	0
INTS7	SMC2	0
ATP5PD	VDAC1	0
PPME1	PDCD2	0
MRPL11	SF3A1	0
TFIP11	CDKN1A	0
ADGRL3	RAB5A	0
EIF3A	AP2A1	0
INTS8	MCRS1	0
TUBB	MT-ND5	0
BBS1	SUV39H1	0
FASTKD2	ACIN1	0
POLR2J	IK	0
RCOR1	SAP30	0
MRPL3	CREB1	0
PLD1	POLR1G	0
AP5Z1	PIK3C2A	0
SAP30	MRPL35	0
ITGA3	FGFR1	0
SVIP	PRPF19	0
APPL1	RPP40	0
TRA2B	DHX30	0
EHMT2	CHD3	0
DOCK7	STUB1	0
WDR26	MRPL50	0
RSL24D1	DHX16	0
BBS7	PDCD2	0
PSMC3IP	HAUS2	0
TRAF2	PRPF40A	0
VANGL1	WDR26	0
HAUS8	PPP2R3B	0
FANCC	COG8	0
LIN9	MCRS1	0
CCT8	ACTR8	0
MRPL32	RPS4X	0
SMARCA4	BABAM2	0
EP400	XRN2	0
SKIV2L	GLE1	0
KAT14	ACTR8	0
WDR48	MLST8	0
RALY	RPL15	0
NCAPD3	INTS1	0
WASF2	MAP2K1	0
RAF1	WASHC4	0
PIK3C2A	CDK6	0
DCAF1	CHTF18	0
MED6	BRCA2	0
VANGL1	SNAPC1	0
MED23	TUBGCP2	0
CCT2	ELOC	0
XRN2	POLR1G	0
BIRC5	ERCC3	0
MLST8	CCT2	0
CD9	PIK3R4	0
SMARCA1	MOV10	0
INTS11	RAD51C	0
TRAPPC8	INTS6	0
RPL23	CDC20	0
ITGA4	TRAPPC1	0
FBL	RPS5	0
ITGB4	DDX28	0
VANGL1	RPSA	0
TRIM27	PPP2R1B	0
MT-ND4	MRPL39	0
CTCF	MRPL33	0
STAU1	CENPQ	0
MT-ND4	ADGRL3	0
CCT2	CDK1	0
AFF1	DDX20	0
SRSF5	AP3M1	0
HUS1	MT-CO1	0
CUL1	TIMP1	0
MRPL51	ACIN1	0
RPS2	GRSF1	0
CENPH	RPS9	0
SERPINA1	PIK3C2B	0
RPL37A	WDR12	0
GLE1	HPS5	0
RPLP2	POP5	0
PKD2	FGFR2	0
TTC37	PRPF4B	0
ATL3	GEMIN4	0
STAG2	SSRP1	0
POLD3	RBM15	0
NDUFB6	RANBP9	0
KPNB1	SMC4	0
NCBP1	XRN2	0
HAUS3	FKBP15	0
KTN1	PIGU	0
TBL1XR1	TCP1	0
TBL1XR1	IQGAP2	0
MRPL30	RPLP1	0
CNOT6	TRIM28	0
COG1	KARS1	0
HOOK1	IQGAP2	0
GTF2F1	RBM39	0
APC	CDH2	0
TJP1	VPS26A	0
MED17	HPS5	0
WDR26	FGFR2	0
HAUS6	PIK3R4	0
NCOA2	MBD3	0
PSME2	IFT57	0
HSPA5	VPS51	0
SERPINA1	GPX1	0
VANGL1	ACE	0
XRCC4	SYNE1	0
TADA3	ASH2L	0
DNM1L	POLR1G	0
BOP1	SPEN	0
MOV10	MRPL10	0
TNIP1	PMS1	0
PRKCA	RHOA	0
RPL11	STAU1	0
CTCF	SUPT6H	0
VPS8	MLST8	0
AQR	GLE1	0
HERC1	BRCC3	0
KIF5B	BCL10	0
KIF5B	YEATS2	0
IRF2BPL	CBL	0
PRG2	FGFR4	0
RBPJ	PAXIP1	0
KMT2A	RPLP2	0
SEL1L	MRPL16	0
POLE	WASHC4	0
MCU	EPHA1	0
BMI1	ACTR5	0
NDUFC2	AP3S2	0
DERL2	WASHC5	0
TUBA1A	VPS8	0
SPG7	BSCL2	0
FANCG	STAG2	0
SMARCE1	CAP1	0
TFDP1	CNOT7	0
YEATS2	POP4	0
IRF2BP1	RELB	0
AURKA	NCAPG2	0
TRAPPC9	TUBG1	0
PRKDC	AMFR	0
MLLT1	MRPL42	0
MICU1	SURF1	0
SUZ12	DHX38	0
SAV1	INTS6	0
RIPK1	CCNT1	0
NUF2	MED6	0
MRPL2	MT-CO1	0
EIF4ENIF1	ACTR5	0
MYBL2	KAT8	0
MRPL3	SYMPK	0
RPS27A	CACTIN	0
CNOT1	TAF10	0
RPL14	XRN1	0
NFRKB	TNIP2	0
SEPTIN11	MRPL38	0
SRC	XPO1	0
TUBB	INO80	0
DOCK7	AP5Z1	0
MPO	RHOA	0
CCT4	NCOR1	0
MCUB	MRPL16	0
EEF1A1	WASHC5	0
TBL1XR1	MTA1	0
GCN1	ERAP1	0
SF1	ETF1	0
NELFE	MT-CO1	0
RPL17	MRPL32	0
TRIM27	YEATS2	0
IKBKG	BUD31	0
FASTKD5	NDUFA6	0
LSM4	CSTF1	0
CNTNAP1	PLXNA3	0
VANGL2	GORASP1	0
TBL1X	SKP2	0
MRPL18	WDR26	0
CNOT7	TOP2A	0
RPLP0	ATP5IF1	0
APC	USF2	0
EXOSC10	ITGB3BP	0
SET	MAPK1	0
CSE1L	RPAP1	0
HMG20B	NCOR2	0
ATRIP	INTS12	0
FANCA	PMS1	0
KLC1	POLR1G	0
CNOT6	BBS7	0
TUBB	MT-CO1	0
IL12RB1	ITGB5	0
RPS19	PRMT1	0
CLNS1A	TAF1B	0
REEP5	GLG1	0
EPC1	INTS11	0
VAMP2	BRK1	0
EED	DISC1	0
RPL21	CDK12	0
HUS1	IPO4	0
XRCC4	MED15	0
RPS20	DHX30	0
MRPL47	TAF1A	0
SET	RPL7	0
PTPN2	PIGU	0
PRG2	MKLN1	0
POLR1B	MTA2	0
AP5Z1	MCRS1	0
ITGA6	FLT4	0
TRAPPC12	CCT5	0
PLXNA1	SYVN1	0
EZH2	CHAF1A	0
MLST8	COG8	0
PPP6R3	THOC2	0
HSPA4	HSPA1B	0
STUB1	PIK3R4	0
CSE1L	SLC9A3R2	0
SPC25	TGFBRAP1	0
SMARCA2	FASTKD5	0
MT-ND2	TOP3A	0
TBP	RAF1	0
SF3B1	MRPL15	0
MCRS1	TUBGCP3	0
VANGL2	HIRA	0
EEF1A1	FGB	0
PIK3C2B	KIF5B	0
TRA2B	SKIV2L	0
TRAF6	INCENP	0
CCP110	TNIP2	0
TOP3A	RPL13A	0
EIF3J	BRD4	0
CDK12	ZNF326	0
STAG2	VIM	0
DDX11	RCOR1	0
IRF2BP1	ARHGAP17	0
HAUS3	IQGAP1	0
XIAP	MKS1	0
RSL24D1	CWC22	0
C1QC	FNTB	0
MED16	HSPA2	0
CDC16	CDYL	0
FYN	INTS12	0
KAT14	RPS23	0
RPS28	MRPL46	0
VPS33A	SNX6	0
RPP25	RPS9	0
INTS6	CDC20	0
MAP2K2	INTS3	0
SIN3A	MED14	0
ULK1	BECN1	0
UPF1	RBM39	0
PAXIP1	CDC6	0
PRPF40A	GAPDH	0
GOLGA2	VPS41	0
BLM	BAZ1A	0
MRPL51	RPL11	0
KAT7	ITGA4	0
INTS4	VPS8	0
PPP2R3B	FARP2	0
PRPF40A	RPL17	0
BBS1	TNIP2	0
PPME1	ETF1	0
MAP3K7	AP5B1	0
RPS17	MRPL22	0
MICU2	CEP290	0
HOOK1	MRPL36	0
STAU1	SRRM2	0
TERF1	INTS6	0
ITGA6	AURKB	0
NDUFV3	WDR26	0
BCAS2	ACTR5	0
SF3A3	TAB2	0
PACS1	HSPA8	0
SKIV2L	POLD3	0
VPS18	POLA2	0
CHD4	CABIN1	0
ASF1B	HDAC2	0
MED6	TAF6	0
RPL17	MRPL46	0
RFC4	PRPF6	0
VIRMA	TAB2	0
DYNC2LI1	SMG1	0
MYBBP1A	MRPL32	0
SKIV2L	NDUFA13	0
RPL7A	GLE1	0
CASK	ARNT	0
PRKDC	NELFCD	0
LRRC8E	COG5	0
KIF5C	MBIP	0
CHEK2	NFKB2	0
DISC1	VPS51	0
RPS24	TAF1C	0
PIK3C2A	POP4	0
RPS13	CASC3	0
HERC1	HES1	0
PRPF40A	TAF12	0
RPLP2	GAR1	0
TRAF6	TRAF3IP1	0
CDK7	RPAP1	0
SIGMAR1	TUBGCP3	0
AP3B1	RBM15	0
SRSF1	FNTB	0
TNIP1	OS9	0
TSEN54	HNRNPF	0
WDR48	RPP38	0
NDUFA3	TRAPPC1	0
MRPL41	TAF1B	0
HOOK1	CEP164	0
ERCC4	CPLX1	0
TFIP11	HAUS6	0
CHTF18	MRE11	0
MRPL11	RPL7	0
PRPF40A	SMC2	0
CTSG	RPS4Y1	0
BRIP1	HOOK3	0
URI1	RICTOR	0
RPS27A	CHTF18	0
NSMCE4A	USP46	0
SGCB	MGAT1	0
NDUFB9	CDCA8	0
CLNS1A	TAF1C	0
POLD3	FASTKD5	0
MRPL39	RPL15	0
MCRS1	EPB41L3	0
LDB1	RAD51C	0
TRIM32	STUB1	0
P4HB	SF1	0
WRAP53	HPS5	0
MCC	SNAPIN	0
MRPL12	LRPPRC	0
RPL7	C1QBP	0
RPS6	FNTB	0
EXOC5	NUF2	0
CCT8	INTS3	0
KIF5B	UBA52	0
MRPL28	RBMX	0
CWC22	TAF1A	0
H3C3	EED	0
RPL34	GLE1	0
PLXNA4	RBM25	0
RPL12	IMP3	0
SRC	BAP18	0
SYNE1	CENPO	0
ATR	COX16	0
RPS8	PRPF19	0
GRWD1	CENPC	0
AMFR	TUBGCP2	0
SRSF5	POLR1G	0
APP	ITGA4	0
SH3KBP1	CNOT7	0
ANAPC7	BAG3	0
CNOT3	MRPL51	0
RPL28	BUD13	0
SETD1A	CPSF7	0
H3-3B	CD47	0
MRPL11	RPL23A	0
RPS3	UPF1	0
VANGL2	SMARCA2	0
AKTIP	CYTH3	0
POLD1	ANK3	0
BRIP1	MPP7	0
PIGS	FLOT1	0
PPP1R12A	PRPF4B	0
DGCR8	SRRM1	0
RFC1	EED	0
NUP107	GEMIN6	0
CDYL	CSE1L	0
KIF5B	RICTOR	0
MRPL4	RBM39	0
WRAP53	RPS4Y1	0
PKD2	ITGA2	0
WDR48	GEMIN4	0
VPS50	VPS16	0
ATR	BZW1	0
TLE1	CSTF3	0
BRIP1	RPAP1	0
PRUNE1	FGFR4	0
JUN	BLOC1S2	0
CEBPB	IKBKG	0
COG1	TRAPPC5	0
AUP1	NCKAP1	0
GEMIN4	PRPF3	0
CNOT6	TAF7	0
SF3B2	SETD1B	0
RPS5	MRPL50	0
POLD1	STAT2	0
SEC16A	CEP164	0
TAB2	REL	0
FANCL	HUS1	0
KMT2B	CCT4	0
KSR1	NDUFA3	0
TADA3	HAUS1	0
FANCA	FIS1	0
TRIM27	DDR1	0
CCT2	IRF2BP1	0
RALY	GMNN	0
POLE	RAP1A	0
CHEK2	AURKB	0
NDUFB5	STUB1	0
ULBP3	TNFRSF10B	0
AP3B1	CAB39	0
TRAPPC12	DDX28	0
CRNKL1	NUB1	0
TFDP1	CDC6	0
PRIM2	INTS6	0
RPL14	DCAF1	0
CHD4	DDX46	0
HDAC2	NASP	0
CAND1	INTS4	0
SNX6	HAUS3	0
PDGFB	MRPL47	0
RPS15	MRPL4	0
HUS1	FANCA	0
CDK12	SYNCRIP	0
WRAP53	MTA2	0
NCAPG2	POLR1G	0
LIN54	SMG6	0
TRAPPC12	NCAPG2	0
SGCB	NOTCH2	0
PLD1	KAT8	0
MYH9	SKP2	0
FKBP5	GIT1	0
TTC8	SURF1	0
HSP90AA1	MTA2	0
EHMT2	MTA3	0
PRPF6	CNOT1	0
MRPL40	RPL13	0
CENPN	PHC2	0
RIPK1	RICTOR	0
SYF2	SMARCA2	0
MICU2	COX15	0
CENPT	DHX30	0
MED14	KAT5	0
RPS13	ITGB3BP	0
RPL23A	H2AX	0
RAB11A	FBXW11	0
RPS4Y1	DKC1	0
IRF2BP1	HNRNPC	0
DDX11	PIK3R1	0
MRPL41	BUD13	0
AP2A1	TAF1C	0
ADGRL3	SPG7	0
CDYL	INTS2	0
GTF2H4	ATR	0
ATP5MC1	SIGMAR1	0
SF1	PPP1R13B	0
NEDD4	SAV1	0
CCT4	TUBGCP3	0
MAPK3	HIP1R	0
PTBP1	LATS1	0
MRPL47	TRIM28	0
IRF2BP1	SNX1	0
PRIM2	CDC6	0
TAB2	POLR1G	0
MRPL34	C1QBP	0
SETD1A	TAF1C	0
SAP30	ZZZ3	0
INTS7	HIP1R	0
CHTF18	IQGAP2	0
HTRA2	DNM2	0
ADGRL3	ITGA1	0
FGFR1	EPHA1	0
NDUFAF1	MCU	0
CHD3	CDK7	0
VANGL1	MRE11	0
PRIM1	IMP4	0
PPP2CA	CCT3	0
SF3A3	SNUPN	0
IPO4	GIT1	0
IKZF4	MTA3	0
PRIM1	DNM1L	0
DYNC2I1	DHX16	0
NOS1	TP53	0
SNX1	PPME1	0
PARN	NUP155	0
SEPTIN7	MRPL2	0
TJP1	GNAQ	0
AP2M1	ATF7	0
BACH1	ATF7	0
NCSTN	FGFR1	0
RPL5	HNRNPF	0
INTS8	SYMPK	0
RPL7	POP1	0
BOP1	IGF2BP3	0
TRADD	GEMIN5	0
RBPJ	PLCG1	0
HAUS3	GLE1	0
TAF12	NDC80	0
U2SURP	ITGB3BP	0
RPLP0	JUN	0
BBS1	ORC1	0
CDC5L	PTCD3	0
GEMIN5	HPS5	0
TFIP11	VPS52	0
SF3B1	CCT8	0
FASTKD5	SYVN1	0
MRPL16	PPP1R13B	0
GLG1	SNAP23	0
SSRP1	VIM	0
PIK3C2A	SRRM2	0
VANGL2	TAF4	0
RFXAP	VPS41	0
STX3	MGAT5	0
YBX1	MRPL40	0
CCT7	RPS4Y1	0
ABL1	ULK1	0
ARNT	DMAP1	0
SRPK1	MRPL17	0
RBM22	MRPL49	0
EZR	MRPL46	0
XRN1	RPL27	0
RPP25	FASTKD2	0
SAP130	SRRM2	0
FANCA	FLT4	0
AIFM1	UBA52	0
DHX38	RPP38	0
XRN1	IMP3	0
SPAG9	PLD1	0
KARS1	IPO4	0
SAV1	RAF1	0
NELFB	MALT1	0
MALT1	SPC24	0
ATP5PD	UBE2J1	0
CASK	USP7	0
TAF10	TOP2A	0
MYBL2	CEP290	0
FTL	ELP1	0
SRC	INTS5	0
SNRPB2	GEMIN6	0
PRPF8	GLE1	0
HAUS1	SUPT6H	0
PIK3C2A	MRE11	0
TNIP1	RB1CC1	0
MED14	MOV10	0
PRKDC	FASTKD5	0
CCT4	HCFC1	0
PPM1G	MRPL46	0
IFT172	SNAPC5	0
SPC25	RPL4	0
LRRC8A	KCNJ11	0
CRNKL1	MRPL52	0
PAXIP1	AP3M1	0
NOP10	CASC3	0
TAF2	SRRM2	0
PLD1	DYNC2I1	0
VANGL1	FNTA	0
NDUFS6	CHD8	0
PML	BRCA2	0
PAK1	CNOT11	0
RNF31	GTF2I	0
CCAR2	NCAPH2	0
RPS14	BAZ1A	0
CHTOP	RAD21	0
NDUFB9	CDC6	0
NCL	TARBP2	0
PRMT5	SNRNP200	0
RPL31	MRPL38	0
AURKA	NPHP4	0
CAPZB	ULK1	0
MRPL43	SEPTIN8	0
PML	GLE1	0
MAD1L1	NELFA	0
FKBP8	PIGS	0
MRPL35	RPSA	0
TAB1	TNIP2	0
RNF123	SNAPC4	0
ERCC2	CCNE1	0
MRPL48	RPL27	0
VIPAS39	BIRC2	0
H2AX	XAB2	0
VPS28	VPS26A	0
MLH1	VAMP3	0
DYNLT3	DISC1	0
CHTOP	TSG101	0
SENP3	EP400	0
SF3B3	RPL23	0
INTS4	F3	0
CCT6A	DYNLT2B	0
LDB1	MED24	0
IRF2BP1	HOOK2	0
SCRIB	MCM8	0
SCNN1A	EPHA1	0
HSPA5	SUPT6H	0
KPNA1	RPL19	0
NCOA2	CHD8	0
TUBB	POLR2L	0
MED13L	FYN	0
IRF2BP1	IKBKG	0
TOP2A	ATP5F1C	0
TFDP1	CCT5	0
PPP2CB	CASK	0
POLR1B	RICTOR	0
CAND1	XPO1	0
RPS3A	SMARCA1	0
CWC22	NPM1	0
ERLEC1	INTS2	0
GPAA1	NDUFB6	0
SYNE1	BLOC1S3	0
MAX	KAT5	0
SF3A3	BRMS1	0
GUCY1B1	DKC1	0
LIN54	BRMS1L	0
ARHGEF2	ISY1	0
STAM2	GOLGA2	0
HOOK1	STAG1	0
STAT1	XPO1	0
AP2A1	DHX16	0
VPS18	SAPCD2	0
VANGL2	EIF4A3	0
HCFC1	ERLEC1	0
MED24	GLMN	0
BMI1	EPB41L3	0
STX6	HAUS7	0
PRIM1	MAP3K7	0
ARHGAP17	TAF2	0
ZCRB1	SNRNP40	0
PRKCA	NCAPD3	0
TCF7L2	MBIP	0
PIK3C2A	VPS51	0
EIF4ENIF1	TUBB	0
MRPL11	STK3	0
MTA3	RICTOR	0
THOC1	MRPL21	0
STK11	HSP90AB1	0
MED8	SUPT6H	0
UPF1	MRPL21	0
AQR	POLD1	0
SOS1	BZW1	0
RUVBL2	SERPINA3	0
DROSHA	MAD1L1	0
ERBB2	ITPR3	0
RPS3A	DCAF1	0
HSP90AB1	DDR1	0
NDC80	ATP5PO	0
COG8	BZW1	0
YEATS2	SUPT6H	0
ARRB2	ERCC3	0
FIG4	GCN1	0
USP2	HOOK2	0
NECTIN3	KTN1	0
LAMTOR2	DHX16	0
EEA1	MPRIP	0
H1-1	BUD13	0
TSHZ3	STAU1	0
RARS1	NCAPH2	0
YY1	IKBKG	0
NELFA	NRP2	0
VPS16	MCRS1	0
SP1	TADA2A	0
ATP5F1A	SYVN1	0
SYF2	SNRNP35	0
TAF7	DDX46	0
RNPC3	SCAF8	0
NUF2	POLD1	0
MRPL51	RPS4Y1	0
ARHGEF2	DISC1	0
RNPC3	TXNL4A	0
TNIP1	FANCA	0
DCAF1	EXOC6	0
CPSF4	U2AF2	0
RPS5	FBXW8	0
RPL37	MRPL32	0
CHEK2	LENG8	0
PRPF40A	SIN3A	0
RPL7	MRPL2	0
FKBP8	HSPA5	0
RPL3	POLR1G	0
RIN1	WASHC5	0
SENP3	ISY1	0
KPNB1	TUBA1A	0
RIN1	MNAT1	0
ARNT	HSPA2	0
CTBP2	DDX28	0
BLM	RPL27	0
RPAP1	POLR1G	0
STAT2	COG8	0
TUBA1A	TLE3	0
GTF2H4	WASHC5	0
CDC5L	NUMA1	0
EXOC6	ATL3	0
TEX10	RPL13A	0
SRRT	VPS37C	0
CXCR4	SMC2	0
EIF4ENIF1	MRPL50	0
RBM15	VIM	0
RPL17	ZRSR2	0
RPP25	RPL8	0
GLE1	TAF1A	0
HSPA8	TAB2	0
TUBGCP2	GCN1	0
GCN1	OPA1	0
HSPA5	SURF1	0
ATP5PB	FYN	0
WDR5B	RICTOR	0
HDAC1	TAB2	0
POLR2D	ARID1A	0
FHL2	SEPTIN9	0
MRPL51	DICER1	0
RNF123	RAD50	0
AQR	MRPL24	0
WASHC5	HIP1R	0
POLR1B	INTS11	0
RNF31	MTA3	0
NDUFA5	MKLN1	0
SPC24	VPS51	0
WDR77	LACTB	0
HDAC3	MBIP	0
STAG1	IGF2BP1	0
SPC25	VPS18	0
RPS15A	SF3B1	0
NUF2	PMS1	0
WASHC5	RPAP1	0
SYNCRIP	TAF1B	0
MPRIP	BECN1	0
E2F4	SUZ12	0
SAPCD2	USP2	0
PAXIP1	DYNC1H1	0
ING1	ARID4A	0
CNOT7	CCNH	0
TRAPPC2	HIP1R	0
MRFAP1	MRPL52	0
CCT2	CEP164	0
CRNKL1	DYNC2I1	0
SF3A2	REL	0
FAM8A1	S1PR1	0
NDUFAB1	POP5	0
DOCK7	NBN	0
IRF2BP2	ESS2	0
DERL2	MTOR	0
RBBP7	WDHD1	0
APC	RB1	0
DOCK1	DCAF1	0
MT-ND5	MRPL22	0
CCT3	THOC5	0
HAX1	CCND1	0
RO60	PABPC1	0
PIK3C2A	SNAPC2	0
GID8	MT-CO1	0
HAUS7	TAF7	0
SRRT	DNM2	0
PDCD7	CLNS1A	0
ANAPC7	AP5B1	0
RPS21	POP1	0
RFC4	PRIM1	0
PIGT	NCAPD3	0
MECP2	EZH2	0
SPG7	NUP160	0
MYH9	CUL1	0
MICU2	TAF1B	0
PRPF8	AP2A1	0
RPL35	MDM2	0
SMDT1	NDUFA12	0
ATP5MG	NDUFB3	0
TJP1	KHDRBS1	0
HDAC2	INTS12	0
HNRNPU	CDC34	0
PRMT5	PRPF3	0
NPM1	MRPL10	0
THRAP3	SRRT	0
RPS8	MRPL9	0
HDAC3	BACH1	0
TBL1X	RICTOR	0
GEMIN4	CAB39	0
HSPA5	NFKB1	0
TAB2	CXXC1	0
NUF2	HSF1	0
EPC1	URI1	0
EIF3J	PPP1R12A	0
DKC1	MRPL18	0
HPS5	MED20	0
PPP2R1B	NFKB2	0
URI1	MOV10	0
IRF2BP1	RNF123	0
MCU	CHTF18	0
MT-ND4	TUBGCP3	0
MRPL21	SRRM2	0
RPL18A	DHX8	0
STK3	DISC1	0
SMC2	HAUS5	0
HSPB8	HOOK2	0
MRPL37	GLE1	0
WDR12	RPP30	0
AQR	MRPL11	0
FKBP8	PSEN1	0
ATL2	INTS5	0
MSH3	POLR2C	0
MBD3	YEATS2	0
DYNC2LI1	TAF10	0
MRPL28	TAF1B	0
TIMM17A	COA1	0
ITPR3	BRK1	0
AFF1	STRADA	0
MT-CO1	HNRNPU	0
INTS1	TUBGCP2	0
RPS10	CENPP	0
SIRT1	PSMG1	0
TSHZ3	STAG1	0
NOP10	RPL13	0
PRIM2	BCL10	0
GID8	SNAPC4	0
IRF2BP2	SF3A2	0
TRAPPC8	MLST8	0
RFXAP	DSCC1	0
NDUFS6	COX15	0
CHUK	BAZ1B	0
EXOSC10	DHX8	0
RPP40	TARBP2	0
KDM1A	JUN	0
WDR61	CCT6A	0
HIP1R	SMC4	0
AP3B1	MRPL38	0
SMC3	LACTB	0
MAP2K2	NFKB2	0
INTS1	SMC1A	0
MLLT1	CXXC1	0
H2AX	SELENBP1	0
HGS	MRPL54	0
INTS2	NCAPH2	0
YWHAE	GSK3B	0
MRPL28	SAV1	0
SENP3	RPL8	0
MRPL13	MPHOSPH10	0
NCSTN	VPS51	0
TOP3A	NDUFA10	0
VPS50	HSPA5	0
RUNX1	XPO1	0
MRPL49	CTNNBL1	0
RALY	MRPL18	0
IRS1	ULK1	0
MRPL18	GAR1	0
TUBA1A	ITGB5	0
SMC2	MT-CO1	0
VANGL1	RPL35	0
PIGT	FASTKD2	0
TOMM40	CPSF7	0
CDYL	NUP98	0
PPIL2	SCAF8	0
PMS1	HNRNPC	0
EXOC5	BRCA2	0
SMARCA2	TAF2	0
RPL6	DDX28	0
RPL4	CENPT	0
DYNC2LI1	DNM1L	0
HOOK3	SPAG9	0
RELA	CNOT11	0
IPO4	IARS1	0
AP3B1	MAD1L1	0
RPS19	SF3B1	0
MRPL9	UBAC1	0
GEMIN4	AKT1	0
YWHAG	INPP5E	0
CCT2	UBR5	0
RFC4	CHD3	0
SIN3A	TAF1B	0
GMNN	KAT2A	0
TAB1	CREBBP	0
THOC7	MRPL24	0
MCRS1	ATR	0
H3C3	XRCC6	0
BRIP1	DDX11	0
MRPL4	MTIF2	0
GID8	MRPL9	0
AP3B1	RPL18	0
KAT14	ITPR3	0
STAG2	BUD31	0
RPP14	RPL18	0
IGF2BP3	MRPL19	0
CDK6	PCNA	0
GTF2F2	RAB9A	0
GLE1	DISC1	0
SIGMAR1	GEMIN4	0
KCNE3	STX6	0
FAM8A1	MCU	0
DYNC2H1	FASTKD5	0
KIF5B	KAT7	0
RO60	RBMX	0
MRPL2	EEF1A1	0
VANGL1	RICTOR	0
MED13L	CDK4	0
CRNKL1	BAZ1A	0
POLR2A	SKP2	0
MYBBP1A	STAU1	0
RPL13	BOP1	0
SEC16A	BRCA2	0
PPP2R1B	HAUS5	0
BLOC1S4	EXOC6	0
EHMT2	TAF5	0
DCP1A	ULK1	0
CTSG	DNM2	0
RPLP2	GRWD1	0
NDUFB11	PIK3R4	0
MRPL49	RPL6	0
CDC40	MRPL17	0
CCT2	CKS1B	0
RPL7	LENG8	0
VANGL2	TAF2	0
TMEM67	TSEN2	0
RPL35A	PRPF4B	0
ATRIP	ITGA6	0
CDC5L	LENG8	0
TFIP11	SETDB1	0
EIF4ENIF1	ACTR8	0
TTC37	LRRC8E	0
FASTKD2	MRPL41	0
PRIM1	PIK3R1	0
FYN	SMARCA1	0
PLD1	FGFR2	0
PML	CEP290	0
DMTN	YWHAE	0
WASHC5	RICTOR	0
NCAPD3	LAS1L	0
AIMP1	GEMIN4	0
DCAF1	RUVBL2	0
SETD1A	SENP3	0
SRSF6	ZRSR2	0
TRRAP	MBIP	0
DTL	NPHP4	0
CCT4	CHTF18	0
CHD3	HIRA	0
FTL	SMC1A	0
MED20	ZZZ3	0
HERC1	CUL2	0
BOP1	RSF1	0
RPS19	SMARCA1	0
MXD1	BRMS1L	0
GRSF1	TEX10	0
SGF29	BLOC1S2	0
PRPF6	PDE6D	0
MRPL27	TJP1	0
PACS1	RAF1	0
INTS4	VPS11	0
TAB1	LIN54	0
RPL15	DMAP1	0
PIK3C3	GLMN	0
SRC	TUBGCP3	0
IQGAP2	TCERG1	0
HUS1	MICU1	0
EP300	HAUS8	0
TMEM67	LRRC8E	0
ERCC3	BTRC	0
POLR2J	INTS3	0
RPLP2	YWHAG	0
ANAPC10	ARNT	0
LRRC8C	NECTIN3	0
VPS50	PRPF8	0
IGHM	EZR	0
H2BU1	PPM1G	0
RPL7A	MRPL4	0
MRPL9	HNRNPR	0
CDC40	PRIM1	0
APOA1	CD9	0
BAG3	GLG1	0
RPP40	SRRT	0
DOCK1	FBXW11	0
ANAPC10	PLCB3	0
RPS16	VANGL1	0
PIK3C2A	BAZ1A	0
MRPL24	THOC5	0
SF3A3	SNRNP25	0
MAPK1	ANK3	0
CYTH3	NFRKB	0
VANGL2	RPL22	0
PSME2	DARS1	0
STAT3	DSCC1	0
POLR1E	EPC1	0
GID8	MRPL37	0
ITGA5	CDC6	0
PIK3C2A	VPS41	0
CD47	INTS1	0
NCOA2	HIRA	0
MICU1	ATP2A2	0
CENPK	COG5	0
SPG7	GCN1	0
KMT2A	CCT5	0
YWHAQ	PPP1R12A	0
LATS1	SKP2	0
CUL4B	POLD1	0
HIP1R	SURF1	0
MRPL48	TARBP2	0
HSPB8	POLE	0
ARRB2	POLR1E	0
RSL24D1	RPS18	0
INTS5	CHTF18	0
ANKRD11	PMS1	0
BOP1	RPS12	0
UPF1	TAF1C	0
TRA2B	MRPL52	0
SAV1	EED	0
ATL3	MT-CO1	0
MRPL19	RPS13	0
PRPF6	SNRNP35	0
CD9	CDH2	0
EEA1	PTK2	0
PPP2R1A	INO80	0
TRRAP	HAUS8	0
RNF31	HAUS8	0
CBFB	EIF4G1	0
DYNC2I1	APC	0
YWHAG	PARD3	0
KCNE3	GTF2F2	0
PIK3C2B	TIAM1	0
CCNC	VHL	0
XRN1	DDX21	0
MRPL49	SF3A3	0
AP3B1	ATR	0
CCT4	TLE1	0
DYNC2I1	TAF1B	0
TOMM40	NDUFB4	0
BBS2	SYNE1	0
MYBBP1A	CHTF18	0
YWHAG	HSPA8	0
HAP1	SLU7	0
SIGMAR1	FGB	0
XPO1	ERAP1	0
NDUFC2	IMMT	0
FANCG	GEMIN5	0
EXOC6	INTS8	0
STAT1	HAUS5	0
SKP1	XIAP	0
DMTN	LMO7	0
RPS15	SF3B5	0
ZMYM2	POLR2J	0
MT-CO3	NDUFC2	0
MRPL2	GLE1	0
EXOSC10	FARP2	0
HNRNPR	MRPL22	0
