Complexes(Gene Name)	virus-related-Gene	Percentage(|virus-related-Gene| / |complex|)
MRPL47;MRPL33;MRPL53;MRPL34;MRPL14;MRPL43;MRPL54;MRPL39;MRPL49;MRPL50;MRPL37;MRPL18;MRPL21;MRPL30;MRPL23;MRPL22;MRPL12;MRPL4;MRPL13;MRPL48;MRPL38;MRPL32;MRPL9;MRPL11;MRPL35;MRPL28;MRPL55;MRPL17;MRPL41;MRPL27;MRPL51;MRPL46;MRPL3;MRPL10;MRPS18A;MRPL15;MRPL52;MRPL24;MRPL45;MRPL20;MRPS30;MRPL42;MRPL2;MRPL58;MRPL16;MRPL57;MRPS14;MRPL19;MRPS33;MRPS25;MRPL1;MRPS17;MRPS21;MRPS18C;MRPS10;MRPS7;MRPS34;MRPS2;MRPS24;MRPS11;MRPS22;MRPS16;MRPS35;MRPL40;MRPS5;MRPS6;MRPS23;MRPS28;MRPS9;MRPL44	3	0.0428571428571
MAN1B1;EXTL3;POMGNT2;MOGS;EXT2	1	0.2
CEP43;CCP110;POC1A;HAUS4;CEP44	1	0.2
INTS7;INTS8;INTS4;INTS1;INTS3;INTS2;INTS5	1	0.142857142857
INTS9;INTS8;INTS4;INTS11;INTS6;INTS3	1	0.166666666667
NDUFS5;NDUFA2;NDUFB10;NDUFB2;NDUFA5;NDUFA7;NDUFA6;NDUFS6;NDUFA8;NDUFV1;NDUFA1;NDUFB1;NDUFB7;NDUFB6;NDUFV2;NDUFV3;MT-ND3;NDUFB11;NDUFB4;NDUFB9;NDUFS4;NDUFS3;NDUFS1;NDUFS2;NDUFAB1;NDUFA12;NDUFA3;NDUFA10;NDUFS8;NDUFS7	1	0.0333333333333
TMEM168;ST7L;TMEM245;TMEM223;TMEM68;TMEM94;DPY19L1;ATP13A3;FAM189B;ATP13A1;ERMP1;PCNX3;PIGO;SLC35F5;DHRS3;LPCAT4	4	0.25
MANEAL;NDST2;B4GALT6;CHSY3;NDST1;PXYLP1;GALNT16;GALNT6;GLCE;LARGE2;CHST10;CHPF2;GLT8D2;GALNT7;TPST2;MGAT1;GALNT12;B4GALT4;GALNT18;TPST1;B4GALT7;CHSY1;B4GALT3;ST3GAL4;MGAT2;GALNT13;B3GNT2;ST8SIA4;MAN2A2;CHST3;HS6ST2;CHST7;ST6GALNAC4;ST6GALNAC3;ST3GAL6;C1GALT1C1;CHST14;MGAT5;MAN1A1	2	0.0512820512821
CCL3L3;IDE	1	0.5
ARL6IP1;ALG11;LCLAT1;CERS6;SEC62	1	0.2
POC1A;CCP110;CEP43;HAUS4	1	0.25
DKK3;INHBE	1	0.5
F2R;F2RL1	1	0.5
TMED7;TMED10;TMED2;TMED9;TMED3;TMED5	1	0.166666666667
GXYLT2;GXYLT1;GLT8D2;CHST10;NCEH1;HS6ST2	1	0.166666666667
ST3GAL2;B4GALNT4;CHSY3;NDST2;NDST1;PXYLP1;GALNT16;GLCE;B4GALNT3;CHPF2;FUT11;B4GALT3;MANEAL;GALNT12;CHSY1;CHST10;TPST2;GALNT7;LARGE2;MGAT1;ST3GAL4;ST6GALNAC4;TPST1	1	0.0434782608696
CDKAL1;LPCAT4;AGPAT1;CDS2;FDFT1;ALG11;GPAT3;UBAC2;LPGAT1;GPAT4;GGCX;VKORC1L1;PTDSS2;ERMP1;MGST3;MBOAT7;ATP13A1	3	0.176470588235
FIBCD1;ALG5	1	0.5
NOP58;FBL;NOP56;RRP9	1	0.25
PRIM2;POLD2;POLD1	1	0.333333333333
ENPP7;IL17RA	1	0.5
SRP72;SRP68	1	0.5
EDIL3;MFGE8	1	0.5
IMMP2L;GHITM	1	0.5
RASL10A;RAP1B;RHOA	1	0.333333333333
ACSM3;RPUSD3;TARS2;PARS2	1	0.25
HELLS;DDX10	1	0.5
GALNT16;GLCE;GALNT18;PXYLP1;MANEAL;GALNT12;GALNT6;TPST2;LARGE2;MAN2A2;GALNT7;B4GALT3;B4GALT7;NDST1;B4GALT6;B4GALT4;CHSY3;B4GALT5;CHSY1;CHPF2;MGAT1;CHST7;HS3ST2	1	0.0434782608696
YBEY;MEPCE	1	0.5
GTPBP8;SUGCT;MRPL16;MRPL1;MRPL24;MRPL17;MRPL15;MRPL3;MRPL45;MRPL22;MRPL14;MRPL32;MRPL9;MRPL11;MRPL55;MRPL19;MRPL57;MRPL20;MRPL47;MRPL58;MRPL41;MRPL46;MRPL27;MRPL35;MRPS30;MRPL2;MRPL48;MRPL18;MRPL51;MRPL28;MRPL13;MRPS18A;MRPL42;MRPS33;MRPS21;MRPS10;MRPL40;MRPS14;MRPS2;MRPS22;MRPS16;MRPS24;MRPS35;MRPS5;MRPS23;MRPS28;MRPL44;CHDH	2	0.0416666666667
ABCC5;ABCC1	1	0.5
WASHC2C;WASHC4;WASHC3;WASHC5	1	0.25
NIPA2;CLPTM1L;ST7;TP53I11;MFSD9;NIPAL1;TMCO3;TMEM143;TMEM245;MFSD5;LMBRD2;RFT1;SLC35F5;TLCD4;ATP13A1;ATP13A3	1	0.0625
ATP1B1;ATP1A1;ATP1A2	1	0.333333333333
RITA1;CEP43	1	0.5
HDAC1;HDAC2;ZNF217;ZNF516;RREB1;RCOR3;PHF21A;RCOR1	1	0.125
C1QA;LOX	1	0.5
NUP54;NUP58	2	1.0
VPS16;VPS39;VPS11;VPS33A;VPS18	2	0.4
TMEM161A;CNNM3;ODR4;CLPTM1L;GGCX;TMEM186;FAM8A1;ERMP1;PTDSS2	3	0.333333333333
ABCC3;ST7;TMEM223;TMEM104;TMEM39B;TM9SF3;EMC4;ALG6;LMF2;TMTC4;TMEM14C;DPY19L1;RFT1;LMBRD2;TMEM186;TLCD4;ERMP1;LPCAT3;SOAT1;MBOAT7;CAMLG;SLC5A3	3	0.136363636364
BBLN;TIMM10B	1	0.5
FGF13;NGDN	1	0.5
PODXL;SLC9A3R1	1	0.5
CYB5R3;ADPGK	1	0.5
AP3S1;AP3B2;AP3M1;AP3B1;AP3D1	1	0.2
MAST1;MARK1;MAST2	1	0.333333333333
GOLGA3;HERC1	1	0.5
GALNT10;NDST2;CHSY3;B4GALT6;B4GALT4;NDST1;ST8SIA4;PXYLP1;GALNT6;GALNT18;GLCE;CHST10;MGAT2;LARGE2;MAN2A2;GALNT7;CHPF2;GALNT12;B3GNT2;ST3GAL4;TPST1;B4GALT3;MGAT1;CHSY1;HS6ST2;ST6GALNAC4;ST3GAL6;CHST14;C1GALT1C1;ST6GALNAC3;MGAT5	2	0.0645161290323
BEX3;FEM1B;CRTC3;ARID3A	1	0.25
FAM98C;FAM98A	1	0.5
RAB10;RAB12;RAB34;RAB6A;RAB2B;RAB22A;RAB7A;RAB4B;RAB24	2	0.222222222222
SC5D;FAM8A1;KDSR;ALG11;GGCX;TMEM205;RFT1;TMEM161A;RETREG2;TM9SF3;ATP13A1;PTDSS2;MBOAT7;LPCAT3;GPAT4;ERMP1;TLCD4;PCNX3;TMEM186	4	0.210526315789
EXT2;MOGS	1	0.5
SCCPDH;PCYOX1L	1	0.5
POLA2;PRIM2;POLA1;PRIM1	4	1.0
ZNF516;ZNF217;CTBP2;RREB1;CDYL;RCOR3;HDAC2;HDAC1;EHMT2;EHMT1;RCOR1	1	0.0909090909091
FBXL12;FBXO33;FBXO9;FBXL20;FBXL2;FBXO6;FBXO44;FBXO17;FBXL3;FBXL8;FBXL6;FBXO31;FBXL15;FBXL16;SKP1;FBXW4;FBXO4;CUL1;FBXW5;FBXL4;FBXW2	1	0.047619047619
ATP13A3;ST7L;TMEM223;TMEM143;TMEM161B;ST7;TMEM164;TMEM39B;TMEM68;SLC35F1;DPY19L1;TMEM186;LMBRD2;SLC35F5;SLC35F2;TLCD4;PCNX3;RETREG3;LPCAT3;PIGO;ERMP1;FAM189B;SLC5A3;MFSD9;DPY19L4;SOAT1;TMEM94;PIGQ;LPCAT4;CERS2;CERS6;GPAT4;ALG9;TMTC3;ALG11;ZDHHC18;SLC44A5;LCLAT1	7	0.184210526316
PRKAR1A;PRKAR2A;PRKACA	2	0.666666666667
COQ8B;OPA1	1	0.5
UBXN8;HACD1;ALG3;ELOVL2;DOLK;HACD2	1	0.166666666667
MRPL53;MRPL33;MRPL34;MRPL14;MRPL43;MRPL54;MRPL39;MRPL49;MRPL50;MRPL18;MRPL37;MRPL21;MRPL30;MRPL23;MRPL22;MRPL12;MRPL4;MRPL13;MRPL48;MRPL38;MRPL32;MRPL9;MRPL11;MRPL47;MRPL35;MRPL28;MRPL55;MRPL17;MRPL41;MRPL27;MRPL51;MRPL46;MRPL3;MRPL10;MRPS18A;MRPL15;MRPL52;MRPL24;MRPL45;MRPL20;MRPS30;MRPL42;MRPL2;MRPL58;MRPL16;MRPL57;MRPS14;MRPL19;MRPS33;MRPS25;MRPL1;MRPS10;MRPL40;MRPL44;MRPS24	1	0.0181818181818
SACM1L;TMEM259;FDFT1;CDS1;GPAT3;VKORC1L1;SOAT1;ALG11;GPAT4;CDS2;LPCAT4;CERS2;CERS6;ALG10	1	0.0714285714286
MAT1A;MAT2A;MAT2B	1	0.333333333333
IMPDH1;IMPDH2	1	0.5
SIL1;AGA	1	0.5
SLC30A6;CHPT1	1	0.5
PUF60;TRMT1	1	0.5
INHBA;SMOC1	1	0.5
PRDM11;NEK9	1	0.5
PARP16;REEP5	1	0.5
NEDD4;WASHC4	1	0.5
PAQR3;SLC30A6	1	0.5
C1GALT1;HS3ST2;NDST1;GALNT16;GALNT18;GALNT6;B4GALT6;GLCE;B4GALT5;LARGE2;GALNT7;MGAT1;B4GALT7;PXYLP1;B4GALT4;CHSY3;B4GALT3;CHPF2;CHSY1;MANEAL;TPST2;GLT8D2	1	0.0454545454545
SPRTN;BRD4	1	0.5
FAM9C;MIPOL1	1	0.5
CEP192;CCP110;POC1A;HAUS4;CEP43	1	0.2
UPF1;XRN1;PARN	1	0.333333333333
ST6GALNAC4;NDST1;CHST3;GLCE;GALNT18;GALNT6;MAN2A2;CHST14;GALNT12;LARGE2;NDST2;B3GNT2;PXYLP1;CHSY3;MGAT1;ST3GAL6;HS6ST2;CHST10;B4GALT6;MANEAL;CHST7;TPST2;GALNT7;CHPF2;GALNT16;B4GALT3;B4GALT7;ST6GALNAC3;MGAT2;C1GALT1C1;TPST1;ST3GAL4;GALNT10;CHSY1;MGAT5;GLT8D2	2	0.0555555555556
RHOB;RHOA	1	0.5
AP2B1;AP2A1;AP2A2;AP2S1	1	0.25
EPHX4;GGT7;HS2ST1;HS6ST2	2	0.5
SERINC1;DNAJC25;ABHD16A;GGCX;TMEM161B;TMEM245;TMEM68;TMEM39B;PIGO;LPCAT3;GPAT4;SC5D;SLC35F2;TLCD4;LMBRD2;PIGN;ARL6IP5;TMEM186	3	0.166666666667
UTP4;MPHOSPH10	1	0.5
COL6A1;COL6A2;COL6A3;COL12A1	1	0.25
ODR4;TMEM209;TMEM205;TMEM161A;DPY19L1;FAM8A1;SLC35E1;GGCX	3	0.375
GCC2;GOLGA4	1	0.5
RPSA;RPL26;RPL10A;RPS16;RPL11;RPL35A;RPL30;RPLP2;RPS8;RPS14;RPL14;RPS13;RPL8;RPL7;RPL13A;RPL19;RPL32;RPL18A;RPL28;RPL27A;RPL36;RPL31;RPL18;RPLP1;RPL9P8;RPL15;RPL23A;RPL7A;RPL34;RPL27;RPS26;RPL6;RPS24;RPL37A;RPS5;RPS18;RPS19;RPL4;RPLP0;RPS9;RPL13;RPS17;RPS20;RPS25;RPS2;RPS3;RPS3A;RPS15;RPL35;RPS6;RPS23;RPL3;RPS15A;RPS10	1	0.0185185185185
PTDSS2;TMEM223;TMEM245;TMEM161B;TMEM68;RFT1;TMEM161A;LPCAT4;SOAT1;PIGO;LPCAT3;GPAT4;ERMP1;CERS2;CERS6;TMEM186;DPY19L1;PCNX3;ATP13A3;TM9SF3;TMEM164;ALG11;REEP5;TLCD4;SLC35F2;MBOAT7;SC5D;RETREG3;LMBRD2;ATP13A1;KDSR;RETREG2;SLC5A3	7	0.212121212121
TRMT61B;AUH;ACAA2;MARS2;ACSF2;GFM1;BCKDK;CLPP;TFB1M;IDH3G;ACSF3;LARS2;NDUFAF7;ACAD10;NSUN4;TRUB2;ACSS1;GPT2;RPUSD3;NSUN3;IARS2;MRM2;FDXR;DARS2;GFM2;MIPEP;PUS1;FECH	1	0.0357142857143
ST3GAL4;CHSY1;MGAT5;MAN1A1;CHPF2;GLT8D2;MGAT2;NDST2;CHST10;GALNT13;NDST1;GALNT18;GLCE;CHSY3;PXYLP1;B4GALT4;GALNT6;TPST1;GALNT7;MANEAL;LARGE2;GALNT12;TPST2;ST8SIA4;B3GNT2;B4GALT7;B4GALT3;MAN2A2;HS6ST2;EXT2;MGAT1;ST3GAL6;C1GALT1C1;CHST3;GALNT16;ST6GALNAC4;CHST7;CHST14;ST6GALNAC3;FUT8	2	0.05
METTL7A;CYB5R3	1	0.5
RAB5C;RAB5B	1	0.5
TOR1AIP1;ZNF8	1	0.5
RPS11;RPL32;RPL34;RPL21;RPL12;RPL36;RPL35A;RPL24;RPS23;RPL27A;RPL9P8;RPL27;RPLP1;RPL7;RPLP2;RPL15;RPL5;RPS13;RPS24;RPS26;RPL6;RPL4;RPL13;RPLP0	1	0.0416666666667
CDS1;FDFT1;GPAT3;HMGCR;TMEM259;UBAC2;ALG11;LPCAT4;VKORC1L1;ATL2;CDS2;ICMT;KDSR;GPAT4;CERS2;ATL3;LPGAT1;EI24;MPDU1;RFT1;PTDSS2;MSMO1;LPCAT3;ERMP1;PIGO;MBOAT7	3	0.115384615385
NDUFA11;NDUFB1;NDUFB10;NDUFA7;NDUFA6;NDUFA1;NDUFA5;NDUFA2;NDUFV1;MT-ND2;NDUFB7;NDUFV2;NDUFB6;NDUFB11;NDUFB4;NDUFB9;NDUFS4;NDUFS3;NDUFS1;NDUFS2;NDUFAB1;NDUFA12;NDUFA3;NDUFA10;NDUFS8;NDUFS7	1	0.0384615384615
PCCB;MCCC1;IARS2;PCCA;NDUFAF1;SARS2;PARS2;PITRM1;GFM1;EARS2;LARS2;ACSF2;TMLHE;ACSF3;TARS2;MMUT;BCKDHA;BCKDK;IVD;ACAD10;MIPEP;RARS2;DGLUCY;D2HGDH;NSUN4;GFM2;OGDHL;DARS2;SARDH;ALDH4A1;AK4;ACAA2;TBRG4;MTHFD1L;PUS1;IDH3G;METTL15;NARS2;TSFM;FECH;PTCD1;MTFMT;ATPAF1;ABHD11;ERAL1;YARS2;PC;GLS;HDHD5;MARS2;NDUFA10;MTG2;MTO1;GUF1;CLPP;AARS2;MRM2;RPUSD3;NDUFAF7;RSAD1;ELAC2;ALAS1	5	0.0806451612903
RTL10;RIPK1	1	0.5
C1GALT1C1;GALNT3;GALNT7;MGAT1;C1GALT1;GALNT16;UST;NDST1;GALNT6;HS6ST2;ST6GALNAC4	1	0.0909090909091
RHOA;RHOG	1	0.5
GORASP1;GOLGA2	2	1.0
MSN;RDX	1	0.5
ZNF318;SMYD2	1	0.5
TMEM115;SLC30A6;PGAP4	1	0.333333333333
RPS6KA4;NEK9	1	0.5
RPL28;RPL34;RPL18A;RPL27A;RPL14;RPL32;RPL31;RPL35A;RPL36;RPLP1;RPL30;RPL27;RPLP2;RPL9P8;RPL8;RPL26;RPL37A;RPL10A;RPL7;RPL19;RPL7A;RPL15;RPL18;RPL23A;RPL11;RPL5;RPS26;RPS14;RPL13A;RPS13;RPL6;RPS16;RPS24;RPL35;RPS18;RPL4;RPS8;RPS5;RPLP0;RPS19;RPL13;RPS17;RPS25;RPS20;RPS9;RPL3;RPS2;RPS3A;RPS3;RPS15;RPS6;RPSA	1	0.0192307692308
GPAT4;CERS2;KDSR;GPAT3;TMEM259;VKORC1L1;UBAC2;EI24;RFT1;PTDSS2;ERMP1;MSMO1;MBOAT7;FDFT1;MPDU1;CDS2;LPGAT1;LPCAT3;PIGO;ATL3;ICMT	2	0.0952380952381
CHMP5;VTA1;CHMP2A	1	0.333333333333
HELT;TLE5	1	0.5
ZNF770;ZNF107;ZFP62;ZNF48;ZNF574;ZNF629;PRDM15;ZNF646;ZNF512;ZNF616;ZNF624;ZNF184;ZNF275;CTCF;ZNF70;ZNF317;ZNF189;ZNF668;ZNF689;ZNF768;ZSCAN25;ZBTB24;ZKSCAN8;ZNF22;ZNF445;ZFP91;GZF1;ZNF121;ZNF92;ZNF7;ZNF777;ZNF483;PRDM10;PATZ1;ZNF316;ZNF724;TRMT1L;RSBN1L;ZNF791;LARP1B;RSBN1;ZNF865;ZBTB11;ZNF771;ZNF845;ZNF273;CEBPZ;ZNF430;SCAF1;DDX10;E4F1;LENG8	1	0.0192307692308
CEP43;NEURL4	1	0.5
ASPHD2;ALG5;GXYLT2;HS6ST2	2	0.5
CMC4;GFER	1	0.5
ADAM9;NECTIN2	1	0.5
MSTN;GDF15	1	0.5
ZC3H18;TAB1	1	0.5
SLC44A2;ABCC10	1	0.5
PCNT;TUBGCP2;TUBGCP3	3	1.0
NGLY1;UMPS	1	0.5
DNAJC19;COX11	1	0.5
RAB9A;RAB14	1	0.5
FBN1;FBN2	2	1.0
ITGA4;ITGB1	1	0.5
CYB5R2;HMOX1	1	0.5
MRPS12;MRPS17;MRPS6;MRPS14;MRPS22;MRPS34;MRPS2;MRPS28;MRPS10;MRPS21;MRPS18C;MRPS11;MRPS18A;MRPS7;MRPS16;MRPS35;MRPS24;MRPS33;MRPS9;MRPL42;MRPS5;MRPL20;MRPL17;MRPL16;MRPL15;MRPL24;MRPL23;MRPL48;MRPL1;MRPS25;MRPL2;MRPL4;MRPL47;MRPL3;MRPL55;MRPL9;MRPL11;MRPL35;MRPL39;MRPS30;MRPL37;MRPL57;MRPL41;MRPL43;MRPL52;MRPL28;MRPL46;MRPS23;MRPL58;MRPL40	3	0.06
MRPS17;MRPS6;MRPS34;MRPS2;MRPS28;MRPS22;MRPS14;MRPS10;MRPS12;MRPS21;MRPS18C;MRPS11;MRPS18A;MRPS7;MRPS16;MRPS35;MRPS24;MRPS33;MRPS9;MRPS5;MRPL42;MRPL20;MRPL17;MRPL16;MRPL15;MRPL24;MRPL23;MRPL48;MRPL1;MRPS25;MRPL30;MRPL38;MRPL4;MRPL34;MRPL21;MRPL22;MRPL47;MRPL3;MRPL2;MRPL55;MRPL9;MRPL11;MRPL50;MRPL33;MRPL49;MRPL39;MRPL13;MRPL18;MRPL37;MRPL35;MRPL43;MRPL32;MRPL41;MRPL51;MRPS30;MRPL27;MRPL45;MRPL52;MRPL57;MRPL28;MRPL10;MRPL46;MRPL12;MRPL58;MRPL19;MRPS23;MRPL40;MRPL44;GTPBP8	3	0.0434782608696
COL6A1;COL6A2	1	0.5
RPL34;RPL28;RPL18A;RPL27A;RPL14;RPL32;RPL31;RPL35A;RPL36;RPLP1;RPL30;RPL27;RPLP2;RPL9P8;RPL21;RPL12;RPL8;RPL24;RPL26;RPL37A;RPL7;RPL18;RPL7A;RPL15;RPL11;RPS26;RPL5;RPL13A;RPS13;RPL6;RPS24;RPS14;RPS8;RPL4;RPS5;RPL23A;RPLP0;RPS16;RPL13;RPS18;RPS17;RPS19;RPS9;RPL3;RPS3A;RPS25;RPS20;RPS23;RPS2;RPS6;RPS3;RPS15	1	0.0192307692308
PSMD5;PSMD8;PSMD4;PSMD14;PSMD6;PSMD3;PSMD13;PSMD1;PSMC1;PSMD11;PSMD7;PSMD2;PSMD12;PSMC4;ADRM1;PSMC3;PSMC5;PSMC2;PSMA2	1	0.0526315789474
GALNT4;CHST14;GALNT7;C1GALT1C1;MGAT1;HS6ST2;MAN2A2;GALNT16;CHST10;GLCE;NDST2;ST6GALNAC4;NDST1;PXYLP1;GALNT12;MANEAL;CHSY3;CHST3;TPST2;CHST7;ST3GAL2;LARGE2;ST6GALNAC3;CHPF2;B4GALT3;B4GALT7;POMGNT1;TPST1;CHSY1	2	0.0689655172414
RPL11;RPL28;RPL34;RPL18A;RPL14;RPL32;RPL27A;RPL31;RPL35A;RPL36;RPLP1;RPL30;RPL27;RPLP2;RPL9P8;RPL21;RPL12;RPL8;RPL24;RPL10A;RPL26;RPL7;RPL37A;RPL18;RPL15;RPL7A;RPL19;RPS26;RPL13A;RPL5;RPL6;RPS13;RPS14;RPS17;RPS24;RPS5;RPS8;RPL4;RPLP0;RPS16;RPL35;RPL23A;RPS18;RPL13;RPS19;RPS9;RPL3;RPS20;RPS25;RPS3A;RPS2;RPS15;RPS3;RPS6	1	0.0185185185185
MRPS21;MRPS11;MRPS6;MRPS17;MRPS34;MRPS22;MRPS14;MRPS28;MRPS2;MRPS12;MRPS10;MRPS18C;MRPS18A;MRPS7;MRPS16;MRPS35;MRPS24;MRPS33;MRPS9;MRPL42;MRPS5;MRPL20;MRPL17;MRPL16;MRPL15;MRPL24;MRPL23;MRPL48;MRPL1;MRPS25;MRPL30;MRPL38;MRPL4;MRPL34;MRPL21;MRPL22;MRPL47;MRPL3;MRPL2;MRPL55;MRPL9;MRPL11;MRPL50;MRPL33;MRPL49;MRPL39;MRPL13;MRPL18;MRPL37;MRPL54;MRPL35;MRPL43;MRPL32;MRPL41;MRPL14;MRPL51;MRPL27;MRPS30;MRPL45;MRPL52;MRPL10;MRPL28;MRPL57;MRPL46;MRPL58;MRPL19;MRPS23;MRPL40	3	0.0441176470588
ALAS1;ALDH6A1;DARS2;PUS1;TSFM;NARS2;EARS2;MMUT;LARS2;GFM2;ACSF2;MIPEP;ACSF3;TMLHE;AK4;D2HGDH;BCKDHA;RARS2;BCKDK;TBRG4;TARS2;ALDH4A1;DGLUCY;IVD;IDH3G;ACAD10;PCCB;METTL15;PCCA;NSUN4;PTCD1;SARDH;TRIT1;TRUB2;MTHFD1L;FARS2;PC;FAHD1;ATPAF1;YARS2;FECH;NDUFA10;ERAL1;MRM2;FPGS;RPUSD3;MARS2;MTG2;MRPL58;GUF1;NDUFAF1;ABHD11;GLS;DBT;HARS2;HDHD5;MTO1;AARS2	4	0.0689655172414
MYF6;TCF3;TCF12	1	0.333333333333
ZC3H7A;RBM47	1	0.5
RIPPLY2;TLE5	1	0.5
PRKAR1A;PRKAR2A	1	0.5
NDUFS4;NDUFB9;NDUFB5;NDUFS6;NDUFB3;NDUFB8	1	0.166666666667
ST6GALNAC3;ST8SIA4;ST3GAL6;CHST14;MAN2A2;PXYLP1;GLCE;B4GALT6;TPST2;HS6ST2;MGAT1;NDST2;NDST1;GALNT18;B4GALT4;CHST3;CHSY3;GALNT6;CHST10;B3GNT2;B4GALT7;MANEAL;CHST7;LARGE2;GALNT7;GALNT12;GALNT16;ST6GALNAC4;B4GALT3;CHPF2;MGAT2;GALNT13;ST3GAL4;CHSY1;TPST1;GALNT10;C1GALT1C1;MGAT5;GLT8D2;EXT1;MAN1A1;FUT8;EXT2	2	0.046511627907
DESI2;SPART	1	0.5
SNIP1;NFKBIL1	1	0.5
TGFBRAP1;VPS33A;VPS11;VPS8;VPS16;VPS18	1	0.166666666667
ABHD11;ATPAF1;MTFMT;HDHD5;PARS2;AARS2;MTO1;RSAD1;LARS2;ACSF2;EARS2;MIPEP;MMUT;GFM1;RARS2;IARS2;TMLHE;AK4;ACAA2;PCCB;GFM2;IVD;BCKDHA;OGDHL;ACSF3;BCKDK;D2HGDH;PCCA;IDH3G;ACAD10;NSUN4;TBRG4;DARS2;SARDH;TSFM;PTCD1;PUS1;MTHFD1L;NARS2;PC;YARS2;MARS2;TARS2;FECH;DGLUCY;TRIT1;ALDH4A1;ALDH6A1;ERAL1;METTL15;MRM2;NDUFA10;MTG2;TRUB2;FARS2;GUF1;GLS;ALAS1;NDUFAF1;MCCC1;RPUSD3;FPGS;MRPL58;FAHD1;CLPP;NDUFAF7;DBT;HARS2	4	0.0588235294118
NDUFAF7;PMPCA	1	0.5
MARK3;MARK1	2	1.0
PIGS;PIGT;PIGK;GPAA1;PIGU	2	0.4
PPTC7;BCKDK;EARS2;ACSF2;ACSF3;RARS2;MIPEP;LARS2;TMLHE;ACAD10;TARS2;ALDH4A1;TRUB2;METTL15;DGLUCY;SARDH;ALDH6A1;TBRG4;TFB2M	2	0.105263157895
CDKN2AIP;RIOX1;BRIX1;DHX37;NOP2;NLE1;SDAD1;TSPYL1;TAF1C;NOP16;RPF2;RBM34;TAF1B;UTP3;ZNF16;NKRF;WDR74;REXO4;DNTTIP2;BMS1;RIOX2;SPTY2D1;NIP7;FTSJ3;TSPYL2;ZCCHC9;CCDC86;ZBTB11;DDX54;ZNF771;SURF6;PARP2;NVL;NOC3L;ISG20L2;RSL24D1;GZF1;PUM3	1	0.0263157894737
MTHFD1L;PDPR;SARDH;PITRM1;SARS2;PARS2;GFM1;NDUFS8;TMLHE;LARS2;ACSF2;BCKDHA;ACAD10;ACSF3;TARS2;IARS2;PCCB;BCKDK;PCCA;DARS2;NSUN4;GFM2;EARS2;MMUT;IVD;D2HGDH;PUS1;RARS2;MIPEP;DGLUCY;OGDHL;AK4;ACAA2;TBRG4;ALDH4A1;NARS2;IDH3G;METTL15;FECH;TSFM;MCCC1;PTCD1;MTFMT;NDUFA10;GLS;MARS2;PC;ATPAF1;HDHD5;TRIT1;ABHD11;MTO1;AARS2;ALDH6A1;YARS2;ERAL1;MTG2;NDUFAF1;GUF1;TRUB2;RPUSD3;ALAS1;FARS2;MRM2;RSAD1;NDUFAF7;DBT;MRPL58;FAHD1;FPGS;HARS2;PRORP;ELAC2	5	0.0684931506849
COMT;SELENOK	1	0.5
GIGYF2;ADSL	1	0.5
RPL9P8;RPL27A;RPL21;RPL18A;RPL32;RPL12;RPL14;RPL31;RPL35A;RPL36;RPLP1;RPL24;RPL10A;RPL30;RPL8;RPL27;RPLP2;RPL7;RPL18;RPL26;RPL34;RPL13A;RPL37A;RPL15;RPL11;RPL7A;RPS26;RPL19;RPS13;RPL6;RPL28;RPS14;RPL5;RPS17;RPS24;RPS5;RPS8;RPLP0;RPL4;RPL13;RPS9;RPS19;RPL23A;RPL35;RPL3	1	0.0222222222222
NADK2;ETFA;ETFB;ETFRF1	1	0.25
CYB5A;POR	1	0.5
MRPS16;MRPS6;MRPS17;MRPS34;MRPS22;MRPS14;MRPS28;MRPS2;MRPS12;MRPS10;MRPS21;MRPS18C;MRPS11;MRPS18A;MRPS7;MRPS35;MRPS24;MRPS33;MRPS9;MRPL42;MRPS5;MRPL20;MRPL17;MRPL16;MRPL15;MRPL24;MRPL23;MRPL48;MRPL1;MRPS25;MRPL30;MRPL38;MRPL4;MRPL34;MRPL21;MRPL22;MRPL47;MRPL3;MRPL2;MRPL55;MRPL9;MRPL11;MRPL50;MRPL49;MRPL13;MRPL39;MRPL18;MRPL35;MRPL37;MRPL54;MRPL43;MRPL32;MRPL41;MRPL51;MRPL14;MRPL27;MRPS30;MRPL45;MRPL52;MRPL28;MRPL57;MRPL46;MRPL58;MRPL19;MRPS23;MRPL40	3	0.0454545454545
HNRNPK;PABPC1	1	0.5
SIGMAR1;NSDHL	1	0.5
TCF3;TCF12	1	0.5
UTP3;RRP9	1	0.5
UGCG;FAM8A1	1	0.5
TRA2A;RBM28	1	0.5
NOP14;RRP9	1	0.5
POMT2;ALG8;FDFT1;CERS6;ERMP1;ALG9;LMF2;PIGO	3	0.375
PLCB3;SLC9A3R1	1	0.5
ERO1B;ERO1A	1	0.5
MDN1;HLTF	1	0.5
TIMM13;TIMM8B;TIMM8A	1	0.333333333333
PMPCA;PMPCB	2	1.0
PRC1;HSBP1	1	0.5
FSTL1;INHBE	1	0.5
STS;ALG11	1	0.5
TLE2;TLE1	1	0.5
ALAS1;ALDH6A1;TSFM;NARS2;DARS2;PRORP;PUS1	1	0.142857142857
PRKAR1A;PRKAR2B	1	0.5
RAB14;RAB12	1	0.5
LETM1;BCS1L;UQCRQ	1	0.333333333333
ACAA1;TYSND1	1	0.5
PRKCSH;SLC27A2	1	0.5
ZER1;ZYG11B	1	0.5
