Complexes(Gene Name)	virus-related-Gene	Percentage(|virus-related-Gene| / |complex|)
D2HGDH;TRIT1;EARS2;FARS2;ACSF2;TMLHE;MMUT;MIPEP;LARS2;GFM2;ALDH6A1;BCKDHA;IVD;BCKDK;ACSF3;IDH3G;TBRG4;TARS2;ALDH4A1;DGLUCY;TRUB2;METTL15;NSUN4;TSFM;ACAD10;DARS2;SARDH;RARS2;GFM1;PARS2;ACAA2;AK4;PCCA;PTCD1;MTHFD1L;IARS2;OGDHL;PUS1;PCCB;FECH;NARS2;PC;ATPAF1;YARS2;MTFMT;ERAL1;NDUFA10;MTG2;ABHD11;MRM2;GUF1;MARS2;HDHD5;ALAS1;GLS;AARS2;MTO1;NDUFAF1;FAHD1;FPGS;MRPL58;MCCC1;RSAD1;CLPP;DBT;HARS2	4	0.0606060606061
FKBP7;TXNDC12	1	0.5
ERMP1;PIGO	2	1.0
STOML2;AKAP11	1	0.5
GALNS;MAN2B1;NPC2	1	0.333333333333
MMUT;ACSF2;PARS2;BCKDK;GFM1;GFM2;BCKDHA;MIPEP;RARS2;OGDHL;EARS2;TMLHE;IVD;TARS2;IARS2;LARS2;ACSF3;PCCB;TBRG4;ALDH4A1;ACAA2;AK4;NSUN4;PCCA;D2HGDH;DGLUCY;DARS2;ACAD10;SARDH;IDH3G;METTL15;MTHFD1L;TSFM;PUS1;PTCD1;MTFMT;NARS2;FECH;ATPAF1;ALDH6A1;TRUB2;TRIT1;PC;YARS2;ERAL1;NDUFA10;RPUSD3;MTG2;MRM2;FARS2;ABHD11;GLS;GUF1;ALAS1;HDHD5;AARS2;NDUFAF1;MCCC1;MTO1;FAHD1;FPGS;MRPL58;RSAD1;DBT;HARS2	4	0.0615384615385
NOL10;UTP25	1	0.5
PABPC4;PABPC1L	1	0.5
TIMM10B;TIMM9;TIMM10	3	1.0
PLEKHA5;CAMK1	1	0.5
WDR75;DDX47;REXO4;BRIX1;RPF2;RBM34;ZCCHC9;RSL24D1;CCDC86	1	0.111111111111
SDAD1;TAF1C;RIOX1;NOP2;DHX37;NLE1;TSPYL1;BRIX1;FCF1;RPF2;NOP16;RBM34;UTP3;REXO4;ZNF16;NKRF;WDR74;BMS1;DNTTIP2;FTSJ3;SPTY2D1;NIP7;DDX54;DDX52;ZCCHC9;TBL3;SURF6;ZBTB11;ZNF771;ESF1;NVL;NOC3L;CCDC86;PWP2;RSL24D1;TSPYL2;UTP18;WDR36;PARP2;PUM3	1	0.025
BEX3;POLR3G;FEM1B;CRTC3	1	0.25
USP13;PRKACG	1	0.5
MAP3K1;PABPC4	1	0.5
TMEM39A;ALG8;POMT2;PIGW;ALG10;CERS4;CERS5;GET1;PGAP1;CDS1;LPCAT4;ALG9;SOAT1;ALG12;GPAT4;ALG11;CERS2;CERS6;ERMP1;LPCAT3;PIGQ;PIGM;PIGO;LCLAT1	4	0.166666666667
CISD3;COA5	1	0.5
TMX1;ERMP1	1	0.5
OSTC;REEP5;CLPTM1L;GPR180;TMEM161A;GPAT4	1	0.166666666667
ST3GAL4;CHSY3;NDST2;NDST1;PXYLP1;GLCE;CHPF2;B4GALT3;MANEAL;GALNT12;B4GALT6;CHSY1;CHST10;TPST2;GALNT6;GALNT7;LARGE2;B4GALT4;MGAT1;GALNT18;B4GALT7;TPST1;B3GNT2;GLT8D2;GALNT13;ST8SIA4;MGAT2;MAN2A2;GALNT10;HS6ST2;ST6GALNAC4;CHST3;ST6GALNAC3;ST3GAL6;CHST7;C1GALT1C1;CHST14;FUT8;MGAT5;EXT1;MAN1A1;EXT2;B4GALT5	2	0.046511627907
ITGAD;PVR	1	0.5
LRRC41;UCKL1;CNOT10;PARP14;MAP2K7;NEK9	1	0.166666666667
MRPS6;MRPS28;MRPS2;MRPS17;MRPS22;MRPS34;MRPS14;MRPS12;MRPS10;MRPS21;MRPS18C;MRPS11;MRPS18A;MRPS7;MRPS16;MRPS35;MRPS24;MRPS33;MRPS9;MRPL42;MRPS5;MRPL20;MRPL17;MRPL16;MRPL15;MRPL24;MRPL23;MRPL48;MRPL1;MRPS25;MRPL30;MRPL4;MRPL2;MRPL47;MRPL3;MRPL55;MRPL9;MRPL11;MRPL35;MRPL13;MRPL39;MRPL37;MRPS30;MRPL41;MRPL43;MRPL57;MRPL52;MRPL28;MRPL46;MRPS23;MRPL58;MRPL40	3	0.0576923076923
SLAMF8;PVR	1	0.5
ITGA3;ITGB1	1	0.5
LOXL1;INHBE	1	0.5
LMF2;ALG9;PIGO;POMT2	1	0.25
FKBP15;CLTC	1	0.5
SLC25A21;SLC25A40;TMEM126A;SLC25A29;MT-CO3;GHITM;PARL;TIMMDC1;COX6C;SLC25A46	2	0.2
NDUFB2;NDUFB10;NDUFA5;NDUFA6;NDUFA7;NDUFA2;NDUFS6;NDUFA1;NDUFB1;MT-ND2;NDUFB11;NDUFB7;NDUFB6;NDUFA8;NDUFV1;NDUFV2;NDUFB4;NDUFS5;MT-ND3;NDUFB9;NDUFV3;NDUFS4;NDUFS3;NDUFS1;NDUFS2;NDUFAB1;NDUFA12;NDUFA3;NDUFA10;NDUFS7;NDUFS8	1	0.0322580645161
ZNF785;AKAP8L	1	0.5
ERMP1;PIGO;MBOAT7	2	0.666666666667
RPL24;RPL27A;RPL34;RPL21;RPL18A;RPL14;RPL12;RPL32;RPL31;RPL35A;RPL36;RPLP1;RPL30;RPL27;RPLP2;RPL9P8;RPL8;RPL10A;RPL26;RPL7;RPL37A;RPL18;RPL15;RPL11;RPL7A;RPL13A;RPS26;RPL5;RPS13;RPL6;RPS14;RPL4;RPLP0;RPS8;RPS24;RPL13;RPL23A;RPS5;RPS17;RPL35;RPS18;RPS9;RPS19;RPL3	1	0.0227272727273
BCAP31;CYB5R3	1	0.5
BZW2;BZW1	1	0.5
CERS6;GPAT4;CDS2;LPCAT3;TMEM259;GPAT3;PTDSS2;RFT1;PIGO;MBOAT7;ATL3;ALG10;VKORC1L1;REEP4;ATL2;CDS1	1	0.0625
B4GALT4;NDST2;GALNT10;CHSY3;B4GALT6;NDST1;ST8SIA4;PXYLP1;GALNT6;GALNT18;GLCE;CHST10;MGAT2;LARGE2;MAN2A2;GALNT7;CHPF2;GALNT12;B3GNT2;ST3GAL4;GALNT13;TPST1;B4GALT3;TPST2;MANEAL;CHSY1;B4GALT7;MGAT1;GLT8D2;HS6ST2;ST3GAL6;CHST3;ST6GALNAC3;CHST7;C1GALT1C1;CHST14;GALNT16;MGAT5	2	0.0526315789474
ITPRID2;PPIP5K1;SRGAP1;GAB2;ARHGAP19;ERRFI1;CDK14;USP21;IRS1;ARHGEF16;MAP3K3;MAP3K20;PANK2;FAM83G;MAP3K2;CDC25C;CRTC3;PFKFB4;DOCK11;MAPKAP1;ARHGEF17;DEPDC1B;SYDE2;AMPD2;NADK;AKT1S1;HDAC7;TFE3;PFKFB2;PFKFB3;WWC2;ATXN1;RGS12;LPIN1;CDC25B;DENND4A	1	0.0277777777778
FCF1;UTP18;WDR46;UTP3;ISG20L2;PWP2;BRIX1;RPF2;RBM34;WDR36;CCDC86;NLE1;IMP4;NOP16;PDCD11	1	0.0666666666667
MCCC1;PCCB;IARS2;PCCA;NDUFAF1;SARS2;PARS2;PITRM1;GFM1;EARS2;LARS2;ACSF2;TMLHE;ACSF3;TARS2;MMUT;BCKDHA;BCKDK;IVD;ACAD10;MIPEP;RARS2;DGLUCY;D2HGDH;NSUN4;GFM2;OGDHL;DARS2;SARDH;ALDH4A1;AK4;ACAA2;TBRG4;MTHFD1L;PUS1;IDH3G;METTL15;NARS2;TSFM;FECH;PTCD1;MTFMT;ATPAF1;ABHD11;ERAL1;YARS2;PC;GLS;HDHD5;MARS2;NDUFA10;MTG2;TRUB2;RPUSD3;CLPP;GUF1;MRM2;MTO1;AARS2;NDUFAF7;ELAC2;RSAD1	5	0.0806451612903
SETDB1;HSBP1	1	0.5
CASP14;IER2;SERTAD2;ECSIT	1	0.25
GPAT4;TMEM68;SEC61A2;TMCO3;MPDU1;TMEM161B;ALG11;CNNM3	1	0.125
SCD5;TMEM259;UBAC2;FDFT1;AGPAT1;GPAT3;ALG11;LPCAT4;GPAT4;CDS2;LPGAT1;GGCX;ATP13A1;PTDSS2;ERMP1;MBOAT7	3	0.1875
DDX10;ZC3H7B	1	0.5
SLIRP;RBM28	1	0.5
ERCC8;DCAF7	1	0.5
ATP6V1C2;ATP6V1G1;ATP6V1C1;ATP6V1E1;ATP6V1E2;ATP6V1G2;TCIRG1;ATP6V1B2;ATP6V1A;ATP6V1D;ATP6V1B1;ATP6V1F	1	0.0833333333333
LARP7;RBMS1;RBMS2;RBM45;PABPC4L	1	0.2
RCVRN;FKBP15	1	0.5
ACADVL;ALAS1;PCCB;NDUFAF1	1	0.25
TRUB2;RPUSD3;TARS2	1	0.333333333333
MARF1;FYCO1	1	0.5
TAPT1;TMTC4	1	0.5
CYRIB;SCCPDH	1	0.5
TMEM268;TMEM68;DPY19L4;ST7L;ST7;TMEM164;TMEM94;TMEM186;ATP13A3;LMBRD2;FAM189B;ERMP1;PCNX3;LPCAT3;PIGQ;SLC5A3	2	0.125
DCAF7;PDCL3	1	0.5
TRMT1;ZNF639	1	0.5
CDK5RAP2;USP20	1	0.5
NEK9;RPS6KA2;RPS6KA3;SMYD3;RPS6KA4;CAMKK2;MAP2K7;UCKL1;TRIM47;USP48	1	0.1
GALNT13;CHSY3;NDST2;B4GALT4;NDST1;PXYLP1;ST8SIA4;GALNT6;CHST3;GALNT18;GLCE;CHST7;MAN2A2;MANEAL;CHST10;TPST2;LARGE2;MGAT2;GALNT12;GALNT7;B3GNT2;CHPF2;B4GALT7;ST3GAL4;B4GALT3;ST3GAL6;ST6GALNAC3;HS6ST2;TPST1;CHSY1;GLT8D2;MGAT5	2	0.0625
AGPAT3;ALG11;LPGAT1;SOAT1;LPCAT4;LCLAT1;TMEM259;GPAT4;ATL2;CDS2;GPAT3;CDS1;CERS2;MPDU1;RFT1;PTDSS2;CERS6;LPCAT3;ERMP1;PIGO;REEP4;KDSR	3	0.136363636364
FBLL1;RRP9	1	0.5
DMRT1;ATE1	1	0.5
PTGES2;MCL1	1	0.5
ECSIT;RBFOX2	1	0.5
NIN;NEDD1	1	0.5
HS2ST1;COMTD1;MGAT2	1	0.333333333333
HSBP1;TNIP1	1	0.5
GTF2F2;GTF2F1	1	0.5
SLC30A1;SLC30A7	1	0.5
ALG3;HACD2;ELOVL2;PIGG;UBXN8	1	0.2
EIF4H;PICK1	1	0.5
CLPTM1L;TMEM209;SEC61A2;TMEM161A;RFT1;MPDU1;GGCX;FADS3;PTDSS2;ERMP1;PIGO;LPCAT3;MBOAT7;TM9SF3;GPAT4;ICMT;CDS2;LPCAT4;SOAT1;SLC27A4;LPGAT1;ATL2;ATL3	3	0.130434782609
LCLAT1;SOAT1;LPCAT4;ALG11;CDS2;ATL2;RFT1;MPDU1;GGCX;ATL3;GPAT4;TMEM259;GPAT3;CDS1;LPGAT1;UBAC2;PTDSS2;LPCAT3;REEP4;ERMP1;PIGO;KDSR;CERS2	4	0.173913043478
DIAPH1;RHOA	1	0.5
FAF1;ZNF318	1	0.5
AP2M1;AP2B1;AP2A2;AP2S1	2	0.5
MRPL12;MRPL14;MRPL53;MRPL33;MRPL43;MRPL34;MRPL49;MRPL39;MRPL50;MRPL18;MRPL54;MRPL37;MRPL21;MRPL30;MRPL23;MRPL22;MRPL4;MRPL13;MRPL48;MRPL38;MRPL32;MRPL9;MRPL11;MRPL47;MRPL35;MRPL28;MRPL55;MRPL17;MRPL41;MRPL27;MRPL51;MRPL46;MRPL3;MRPL10;MRPS18A;MRPL15;MRPL52;MRPL24;MRPL45;MRPL20;MRPS30;MRPL42;MRPL2;MRPL58;MRPL16;MRPL57;MRPS14;MRPL19;MRPS33;MRPS25;MRPL1;MRPS17;MRPS10;MRPS34;MRPL40;MRPS24;MRPL44;MRPS35	1	0.0172413793103
CIT;FARP2	1	0.5
NDST2;NDST1;GALNT13;GLCE;GALNT18;PXYLP1;GALNT6;B4GALT4;CHSY3;ST8SIA4;TPST2;CHST10;MANEAL;MGAT2;GALNT12;GALNT7;LARGE2;MAN2A2;B3GNT2;CHST3;B4GALT7;CHPF2;ST3GAL4;B4GALT3;TPST1;CHSY1;GLT8D2;MGAT1;HS6ST2;ST3GAL6;ST6GALNAC4;CHST7;ST6GALNAC3;C1GALT1C1;CHST14;MGAT5;EXT2;MAN1A1	2	0.0526315789474
SEPSECS;METAP2	1	0.5
LDHAL6B;TARS2	1	0.5
HOOK1;HOOK3	1	0.5
MRPL33;MRPL53;MRPL34;MRPL14;MRPL43;MRPL54;MRPL39;MRPL49;MRPL50;MRPL18;MRPL37;MRPL21;MRPL30;MRPL23;MRPL22;MRPL12;MRPL4;MRPL13;MRPL48;MRPL38;MRPL32;MRPL9;MRPL11;MRPL47;MRPL35;MRPL28;MRPL55;MRPL17;MRPL41;MRPL27;MRPL51;MRPL46;MRPL3;MRPL10;MRPS18A;MRPL15;MRPL52;MRPL24;MRPL45;MRPL20;MRPS30;MRPL42;MRPL2;MRPL58;MRPL16;MRPL57;MRPS14;MRPL19;MRPS33;MRPS25;MRPL1;MRPS21;MRPS18C;MRPS10;MRPS7;MRPL40;MRPS24;MRPS11;MRPL44;MRPS35;MRPS5	2	0.0327868852459
CRTC3;MBIP	1	0.5
RPS20;RPS15A;RPS23;RPS26;RPS21;RPS18;RPS25;RPS17;RPS9;RPS3A;RPL26;RPSA;RPS5;RPS19;RPS2;RPS16;RPS14;RPS24;RPS15;RPS13;RPLP2;RPS8;RPS3;RPL7;RPL14;RPL19;RPL10A;RPL37A;RPL31;RPL7A;RPL35A;RPL36;RPL28;RPL15;RPL27;RPLP1;RPL8;RPL18A;RPL30;RPL23A;RPL34;RPL32;RPL12;RPL27A;RPL9P8;RPL18;RPL11;RPL5;RPL13A;RPL4;RPL6;RPLP0;RPL13;RPL35;RPS6;RPL3;RPS10;RPS28;FAU	1	0.0169491525424
GFER;HARS2	1	0.5
GXYLT2;GXYLT1;HS6ST2;CHST10;GLT8D2;MGAT2;GALNT7;CHPF2;C1GALT1C1;ST3GAL4	2	0.2
CERS2;LPCAT3;ERMP1;CERS6;ATL2;SC5D;TMPPE;TMEM164;TLCD4;SLC35F2;TMEM161B;TMEM39B;RETREG2	2	0.153846153846
EXOG;DNAJC19	1	0.5
ERAL1;IARS2;NDUFAF1;PCCB;PCCA;PARS2;NARS2;EARS2;GFM1;MMUT;LARS2;ACSF2;TMLHE;ACSF3;BCKDHA;ACAD10;MIPEP;TARS2;RARS2;D2HGDH;DGLUCY;GFM2;IVD;BCKDK;OGDHL;ACAA2;AK4;ALDH4A1;NSUN4;DARS2;IDH3G;TBRG4;SARDH;METTL15;TSFM;PUS1;PTCD1;MTHFD1L;FECH;MTFMT;ATPAF1;PC;YARS2;TRIT1;ALDH6A1;TRUB2;RPUSD3;MTG2;ABHD11;NDUFA10;MCCC1;GLS;FARS2;MRM2;GUF1;HDHD5;ALAS1;AARS2;MTO1;FAHD1;FPGS;MRPL58;DBT	4	0.0634920634921
RDX;MSN;EZR	1	0.333333333333
STIL;CCP110;CEP192;HAUS4;CEP43	1	0.2
CNNM3;TMEM181;CLPTM1L;TMCO3;GGCX;TMEM186;ERMP1;PTDSS2	2	0.25
CCNT1;BRD4	1	0.5
NUP98;NUP133;NUP160;NUP107;NUP37	1	0.2
FBXO34;ERLEC1	1	0.5
CLCN2;ANO6	1	0.5
RPL21;RPL34;RPL18A;RPL27A;RPL14;RPL12;RPL32;RPL31;RPL35A;RPL24;RPL36;RPLP1;RPL30;RPL27;RPLP2;RPL29;RPL9P8;RPL8;RPL10A;RPL26;RPL7;RPL37A;RPL18;RPL15;RPL11;RPL7A;RPL13A;RPL19;RPS26;RPL5;RPL6;RPS13;RPL4;RPLP0;RPL13;RPS8;RPS24;RPS5;RPS17	1	0.025641025641
PABPC1;BUD31;SRRM1	1	0.333333333333
SLC37A4;TMEM259;LPCAT4;ALG11;CDS1;KDSR;GPAT3;GPAT4;CERS2;MPDU1;RFT1;EI24;PTDSS2;LPCAT3;ERMP1;ATP13A1;MBOAT7;VKORC1L1;REEP4;MSMO1	2	0.1
TMEM68;LPCAT3;TLCD4;TMEM223;ATP13A1;TMEM186;RFT1;TMEM181;SLC35F2;ATP13A3;ERMP1;PCNX3;CERS2;PIGO;LPCAT4;CERS6;GPAT4;TMEM161A;ALG11;PTDSS2;KDSR;MBOAT7;REEP5;DPY19L4;SLC43A3;RETREG2;TM9SF3;SLC27A4	5	0.178571428571
POMT2;LMF2;GGCX;PIGQ;ALG8;TMEM39A;ALG10;PIGM;ERMP1;LPCAT3;PIGO;SOAT1;CDS1	4	0.307692307692
POMGNT1;GLCE;NDST1;NDST2;GALNT13;CHST3;CHST7;GALNT18;PXYLP1;GALNT6;CHSY3;B4GALT4;MAN2A2;MANEAL;GALNT12;LARGE2;TPST2;CHST10;GALNT16;MGAT2;GALNT7;CHPF2;B4GALT7;TPST1;HS6ST2;ST6GALNAC4;B3GNT2;ST6GALNAC3;B4GALT3;CHST14;ST3GAL6;MGAT1;C1GALT1C1;CHSY1;GLT8D2;MGAT5	2	0.0555555555556
COLGALT1;COLGALT2	1	0.5
ERMP1;MBOAT7	1	0.5
ARHGEF2;DOCK7;WASHC4;WASHC5;ARHGEF1	1	0.2
PCCA;PCCB;IARS2;MCCC1;NDUFAF1;SARS2;PARS2;PITRM1;GFM1;EARS2;LARS2;ACSF2;TMLHE;ACSF3;TARS2;MMUT;BCKDHA;BCKDK;IVD;ACAD10;MIPEP;RARS2;DGLUCY;D2HGDH;NSUN4;GFM2;OGDHL;DARS2;SARDH;ALDH4A1;AK4;ACAA2;TBRG4;MTHFD1L;PUS1;IDH3G;METTL15;NARS2;TSFM;FECH;PTCD1;MTFMT;ATPAF1;ABHD11;ERAL1;YARS2;PC;TRIT1;GLS;ALDH6A1;HDHD5;NDUFA10;MTG2;TRUB2;MARS2;RPUSD3;GUF1;MRM2;CLPP;MTO1;AARS2;FARS2;ALAS1;RSAD1;NDUFAF7;FAHD1;MRPL58;FPGS;DBT;NDUFS8;HARS2;PRORP;PDPR;ELAC2	5	0.0675675675676
ZNF516;ZNF217;RREB1;RCOR3;EHMT1;KDM1A;RCOR1;HDAC2;EHMT2;HDAC1	1	0.1
PUS3;POLA1	1	0.5
NAT14;C1orf43	1	0.5
AUP1;UBE2J1;DERL2;FAM8A1	1	0.25
RPL21;RPL13;RPL27A;RPL32;RPL35A;RPL14;RPL24;RPL36;RPL18A;RPL31;RPL12;RPL10A;RPL9P8;RPLP1;RPL30;RPL8;RPL27;RPL7;RPLP2;RPL18;RPL26;RPL13A;RPL19;RPL37A;RPL15;RPL11;RPL7A;RPL5;RPS26;RPL6;RPS13;RPL28;RPS14;RPS24;RPS17;RPS8;RPLP0;RPL4;RPS5;RPL35;RPS16;RPS18;RPL23A;RPS19;RPS9;RPS15;RPS2;RPS6;RPS3A;RPS3;RPS20;RPS25;RPS23;RPL3;RPS15A	1	0.0181818181818
SLC22A23;KRTCAP3;REEP5	1	0.333333333333
TMEM126A;GHITM	1	0.5
MRPL10;MRPL33;MRPL53;MRPL54;MRPL14;MRPL50;MRPL34;MRPL49;MRPL21;MRPL37;MRPL43;MRPL39;MRPL18;MRPL30;MRPL22;MRPL23;MRPL12;MRPL4;MRPL48;MRPL38;MRPL13;MRPL32;MRPL9;MRPL11;MRPL47;MRPL55;MRPL35;MRPL28;MRPL17;MRPL41;MRPL27;MRPL46;MRPL51;MRPL3;MRPS18A;MRPL15;MRPL52;MRPL24;MRPL45;MRPL20;MRPS30;MRPL42;MRPL2;MRPL58;MRPL16;MRPL57;MRPS14;MRPL19;MRPS33;MRPS25;MRPL1;MRPS17;MRPS21;MRPS18C;MRPS10;MRPS7;MRPS34;MRPS2;MRPS24;MRPS11;MRPS22;MRPL40;MRPS35;MRPS5;MRPS23;MRPS28;MRPS9;MRPL44	3	0.0441176470588
ACSM5;TARS2;ALDH4A1;METTL15	1	0.25
GDPD3;ALG11;ERMP1;LPCAT3;ATL3;FDFT1	2	0.333333333333
ALG11;CERS6;CERS2;SOAT1;LCLAT1;LPCAT4;ALG9;GPAT4;CERS4;CDS1;ALG12;PGAP1;CERS5;LPCAT3;PIGO;ERMP1;TMEM39A;PIGQ;ALG8;ALG10;PIGW;GET1;POMT2	4	0.173913043478
EPHB6;MTARC1	1	0.5
GALNT1;CHPF2;GALNT5;GALNT14;GNPTAB;B3GAT3;FUT8;GLT8D1;HS6ST2	2	0.222222222222
FOXRED2;FKBP10;H6PD;EOGT;CERCAM	2	0.4
ABHD14A;ASPHD2;ALG5;CHST11;HS6ST2	2	0.4
RAB4B;RAB5C;RAB12;RAB22A;RAB7A;RAB24;RAB6A;RAB10;RAB1A;RAB1B;RAB6C	4	0.363636363636
RAB5A;VPS11;VPS18	1	0.333333333333
DIPK1A;ALG5;DIPK1B;POMGNT2	1	0.25
ZNF639;TRMT1;UBLCP1	1	0.333333333333
AATF;WDR55	1	0.5
ALG10;DNAJC25;GGCX;ALG8;LPCAT4;GPAT3;ATL2;GPAT4;CERS5;CDS1;REEP4;LCLAT1;LPCAT3;PIGO;SC5D	3	0.2
NDUFS3;NDUFB6;NDUFB7;NDUFV2;NDUFA6;MT-ND1;NDUFB9;NDUFB1;NDUFS4;NDUFA7;NDUFS5;NDUFA2;NDUFB10;NDUFA8;NDUFB4;NDUFV1;NDUFA5;NDUFS6;MT-ND2;NDUFB11;NDUFS2;NDUFA3;NDUFS1;NDUFA12;NDUFA10;NDUFA13;NDUFB5;NDUFS8;NDUFS7;NDUFB8;NDUFC2;NDUFB3	1	0.03125
TBRG4;ACSF3;ACSF2;MMUT;PARS2;GFM1;RARS2;MIPEP;OGDHL;BCKDHA;GFM2;EARS2;IARS2;TMLHE;TARS2;IVD;BCKDK;LARS2;PCCB;ALDH4A1;ACAA2;AK4;NSUN4;PCCA;D2HGDH;DGLUCY;DARS2;ACAD10;SARDH;IDH3G;METTL15;MTHFD1L;TSFM;PUS1;PTCD1;MTFMT;NARS2;FECH;ATPAF1;ALDH6A1;TRUB2;TRIT1;PC;YARS2;ERAL1;NDUFA10;MTG2;ABHD11;FARS2;MRM2;HDHD5;AARS2;GLS;GUF1;ALAS1;MTO1;NDUFAF1;FAHD1;MCCC1;FPGS;MRPL58;RSAD1;CLPP;HARS2;DBT	4	0.0615384615385
MGAT1;NDST2;GALNT10;NDST1;PXYLP1;B4GALT6;CHSY3;B4GALT4;GALNT18;ST8SIA4;GALNT6;GLCE;CHST10;LARGE2;GALNT7;CHPF2;MAN2A2;GALNT12;B3GNT2;B4GALT3;CHST14;ST3GAL4;TPST2;ST3GAL6;MANEAL;ST6GALNAC4;CHST3;ST6GALNAC3;MGAT2;B4GALT7;CHST7;HS6ST2;C1GALT1C1;TPST1;GALNT16;CHSY1;MGAT5;GLT8D2	2	0.0526315789474
TMEM205;EMC3;EMC4;TMEM223;REEP5	1	0.2
ITIH2;COL6A1	1	0.5
TRPS1;HDAC2;MTA2;MBD3;RBBP4;KDM1A	1	0.166666666667
PIGO;ST7L;TMEM223;ST7;TMEM68;TMEM94;TMEM143;MFSD9;DPY19L1;FAM189B;TMEM186;SLC35F5;LMBRD2;PCNX3;TLCD4;ERMP1;LPCAT3;SLC35F2;LPCAT4;SOAT1;TMEM161B;TMEM39B;TMEM164;SLC35F1;DPY19L4;PIGQ;CERS2;GPAT4;ALG9;ALG11;ZDHHC18;TMTC3;TMEM62;DPY19L3;RETREG3;CERS6;LCLAT1;SLC5A3;SLC44A5;ANO10;ALG12	6	0.146341463415
ACAD9;NDUFA13	1	0.5
MARK2;MARK1	2	1.0
TSPYL2;DHX37;RIOX1;BRIX1;NLE1;NOP2;TSPYL1;SDAD1;RPF2;RBM34;NOP16;DDX52;REXO4;WDR74;BMS1;NKRF;ZNF16;DNTTIP2;RIOX2;SPTY2D1;FTSJ3;NIP7;TAF1C;ZBTB11;DDX54;ZNF771;UTP3;RBM4;ZCCHC9;SURF6;TBL3;CCDC86;NVL;NOC3L;RSL24D1	1	0.0285714285714
RPL34;RPL21;RPL18A;RPL12;RPL14;RPL32;RPL35A;RPLP1;RPL36;RPL27;RPLP2;RPL7;RPL24;RPL27A;RPL37A;RPL31;RPL15;RPL10A;RPL9P8;RPL8;RPL18;RPL11;RPL19;RPL26;RPL13A;RPS26;RPL7A;RPL6;RPS13;RPS14;RPL5;RPS17;RPS24;RPS8;RPL13;RPS5;RPLP0;RPL4;RPS19;RPS16;RPS18;RPS9;RPL23A;RPS23;RPL35;RPS15;RPS2;RPS6;RPS20;RPS3;RPS3A;RPS15A;RPL3;RPS10	1	0.0185185185185
PKIB;PRKACA	1	0.5
ATP1B2;ATP1B1	1	0.5
SLC25A44;MTCH1	1	0.5
SLC30A9;DHCR24	1	0.5
ICMT;RPN2;SOAT1;FDFT1;LPCAT4;TMEM259;GPAT3;UBAC2;CDS1;ATL2;ALG11;CDS2;LPGAT1;GPAT4;RFT1;GGCX;PTDSS2;LPCAT3;ERMP1;PIGO;SCD5;MBOAT7;MPDU1;FADS3;ATL3;MSMO1;SLC27A4;CCDC47;MGST3	4	0.137931034483
UCKL1;NEK9;MAP2K7;TRIM47;RPS6KA2;RPS6KA3;RPS6KA4;CDK11A;CAMK1;SMYD3;CAMK1D;CAMKK2	1	0.0833333333333
RBM34;DDX47;BRIX1;REXO4;RPF2;TSPYL1;RBM4B;SDAD1;UTP3;CCDC86	1	0.1
PLOD1;PLOD2;PLOD3	1	0.333333333333
TM2D3;EMC3	1	0.5
CDK12;MOV10	1	0.5
SLC4A2;ATP13A3	1	0.5
PLD3;ALG5	2	1.0
CEP192;CEP43	1	0.5
CDRT15L2;DPY19L1	1	0.5
MRPS7;MRPS34;MRPS6;MRPS17;MRPS22;MRPS14;MRPS12;MRPS2;MRPS28;MRPS10;MRPS21;MRPS18C;MRPS11;MRPS18A;MRPS16;MRPS35;MRPS24;MRPS33;MRPS9;MRPL42;MRPS5;MRPL20;MRPL17;MRPL16;MRPL15;MRPL24;MRPL23;MRPL48;MRPL1;MRPS25;MRPL30;MRPL38;MRPL4;MRPL34;MRPL21;MRPL22;MRPL47;MRPL3;MRPL2;MRPL55;MRPL9;MRPL11;MRPL50;MRPL33;MRPL49;MRPL39;MRPL13;MRPL18;MRPL37;MRPL54;MRPL35;MRPL43;MRPL32;MRPL41;MRPL51;MRPL27;MRPS30;MRPL45;MRPL52;MRPL10;MRPL28;MRPL57;MRPL46;MRPL58;MRPL19;MRPS23;MRPL40	3	0.044776119403
C9orf78;SNIP1	1	0.5
CMTM4;TMEM186;TMEM161B;TMEM245;TMEM68;TMEM164;TMEM161A;ATP13A3;RFT1;SLC35F2;LMBRD2;SLC35F5;ERMP1;LPCAT3;CERS2;SLC39A1;SC5D;CERS6;RETREG3;SLC35F1	3	0.15
DCAF7;USP7	1	0.5
LTBP1;FBN1;FBN2;LTBP4;FBLN5;FBLN1	3	0.5
RILP;RAB7A	1	0.5
G3BP1;G3BP2	2	1.0
ALG11;ZDHHC13	1	0.5
ST3GAL6;ST8SIA4;ST6GALNAC3;CHST14;MAN2A2;PXYLP1;GLCE;B4GALT6;TPST2;HS6ST2;MGAT1;NDST2;NDST1;GALNT18;B4GALT4;CHST3;CHSY3;GALNT6;CHST10;B3GNT2;B4GALT7;MANEAL;CHST7;LARGE2;GALNT7;GALNT12;GALNT13;B4GALT3;CHPF2;ST3GAL4;ST6GALNAC4;MGAT2;CHSY1;GALNT10;TPST1;C1GALT1C1;MGAT5;GLT8D2	2	0.0526315789474
