Complexes(UniProt IDs)	Min-p-value	Avg-p-value	Number-of-resources
Q9BRN9;Q9P0I2	Null	Null	0
Q9NWZ5;O14733;Q9UKZ1	Null	Null	0
Q4VC44;D6RBM0	0.0499607057562	0.0499607057562	1
Q96RU7;Q8N2I9	0.0499607057562	0.0499607057562	1
Q9H0C8;Q9Y3A5;Q99986	0.0499591330329	0.0499591330329	3
P78356;P48426	9.43634068492e-06	0.008559350605253136	25
Q8N5U1;Q8TDW4	Null	Null	0
Q9H6R6;Q9NTJ5;Q6NUQ4;Q8NBM4	0.0499575603094	0.0499575603094	1
Q8NE22;Q9ULL1	Null	Null	0
Q96DB5;Q9BW62	Null	Null	0
Q8N0Z3;Q8N960	Null	Null	0
Q86WP2;P42338;P55039	Null	Null	0
Q66K41;A0AV96	Null	Null	0
O15534;Q5TA45;Q14738	Null	Null	0
Q07960;O75342	Null	Null	0
Q14139;Q9H0K1	Null	Null	0
Q16739;Q9UBU6	Null	Null	0
Q99943;Q06136	0.038470533213	0.040990651589400004	2
Q8NFY9;Q9H2C0	0.00310009842747	0.021014860961535	2
Q15485;O00602	4.71817034246e-06	0.00303558388467397	8
O43255;Q8IUQ4	0.000815597824883	0.0046104990937518575	7
O43776;P47895	Null	Null	0
Q9HCF6;Q6UVM3	0.0293029832736	0.03840328538188333	6
Q93063;Q13724	0.0103092021983	0.031174289894483332	6
Q00537;Q07002;P49759;Q9NYL2	Null	Null	0
Q9H1Z9;Q6T4P5	Null	Null	0
Q9H6R6;Q6NUQ4;Q9NTJ5;Q8N5B7	0.0499575603094	0.0499575603094	1
Q01433;P23109	0.000122672428904	0.0089689507044842	10
Q8IWA4;Q96AG3	Null	Null	0
H3BMC5;Q3KNW5	Null	Null	0
Q96HI0;Q96P11;Q9BSJ6	Null	Null	0
O43731;P33947;P24390	7.48585863061e-08	0.005939880333312292	27
Q9NZN5;P34949	0.0249811392398	0.0249811392398	1
Q5QNW6;P23527;Q49A26	7.75696163453e-05	0.017161051067383432	64
Q96JF6;Q02086	Null	Null	0
Q16555;Q9H4G0	0.0245560334596	0.0245560334596	1
Q96GZ6;Q9UIX4	Null	Null	0
O95825;Q96SZ5	0.0217015986899	0.0217015986899	1
Q9UQ88;Q96RU8	Null	Null	0
O43692;Q641Q3;Q9GZM7	Null	Null	0
Q15723;P32519	2.35908517123e-05	0.01965196583805615	2
Q6ZNA4;P51668	0.000397899032214	0.0032791283880085004	4
Q9NY93;Q13823;Q8N8A6	Null	Null	0
Q9HCP0;P78368	0.000167413699393	0.0002192921658535	2
P49674;Q9BUB5	Null	Null	0
Q96MX3;Q96K58;Q6IQ21;Q9H7X3;Q9UEG4;P49711;Q9H5H4;Q96ME7;Q96PQ6;O75820;Q96JP5;Q9H8G1;Q99676;Q8TF39;Q15776;P59923;Q6NSZ9;Q9H116;P57071	1.07108489628e-13	0.001420772655783863	59
Q9H4B7;Q13885	0.00026893570952	0.009769497966247322	68
Q96L46;Q9ULC4;O95361	Null	Null	0
O15085;Q9NZN5;Q92888	5.60690811433e-06	0.006173304856458769	22
O14607;O14686	0.0178346838945	0.0178346838945	1
P49441;Q9HAB8	0.0433895309553	0.0433895309553	1
Q01814;Q16720	8.64997896118e-05	0.005538144256715355	22
P55084;P40939	1.57272344749e-06	0.011486581211172586	90
Q9NUQ7;Q96S16	0.0499622784796	0.0499622784796	1
P15407;Q9NR55	Null	Null	0
A0AVT1;Q8TBC4	0.00125457776361	0.0283043514086025	4
Q9H6T0;P32519;Q2TAL8	Null	Null	0
Q9UK73;Q13043;Q13188	9.43594460774e-06	0.023366840886759676	7
Q8TAG9;Q96KP1	4.40362565296e-05	0.012637699779684743	11
P49902;Q8IVS8	Null	Null	0
Q9P2L0;Q96RY7	1.57272344749e-05	0.017905587337474653	32
O00423;Q9HC35	Null	Null	0
Q5JTZ9;Q9HAC7;Q5TC12;Q9BXW7;Q9Y2Z2;Q9NX20;Q9HA92	0.00401822137419	0.02896830449873625	8
Q8WU67;Q8IUS5	Null	Null	0
Q14CB8;P15056	0.033127664593	0.04653963162734	5
Q9NPI1;Q5TA45	Null	Null	0
Q6IC98;Q9BVK2;Q7Z7B1	0.026933711235	0.0384479948574	2
O60282;Q12840;Q9Y496;Q99661	1.72303896298e-06	0.015483532841589494	45
Q9P2D3;Q86XA9	Null	Null	0
Q92560;P34896	0.000939015228051	0.026629538885712747	4
Q9Y2V0;Q504Q3	Null	Null	0
P98198;Q8TF62	0.00170011404673	0.008722324239765001	2
P68366;Q99426	0.000397899032214	0.019277919778104665	3
Q9UQL6;P30307	0.00156835886876	0.02576453231248	2
O75907;O15120;Q6PJF5;O60779;P98198	0.00105906149583	0.021577199386259998	5
Q15041;Q2TAA5;Q6UWP7;Q6ZMG9;Q99442	0.0434361301972	0.04669920433845	2
P09228;P01037;Q96DA0;P01036	1.26241665802e-05	0.0029429481198909634	11
Q96MH6;Q71RG4	Null	Null	0
O75344;O60678	Null	Null	0
Q9BZQ6;Q9BV94	0.000298817455022	0.010478971061466	13
Q7Z695;Q53EP0	Null	Null	0
Q6VN20;Q9ULW8	Null	Null	0
O75173;O95450	0.000471817034246	0.026740873802703815	11
Q16740;O76031	1.57272344749e-06	0.010547627072882898	5
A4D1E9;Q9BRT6	0.0396083163792	0.043997083172599996	2
Q96BN8;O00338	0.0499622784796	0.0499622784796	1
P01861;P01859;P01860	7.07725551369e-05	0.010894727137773546	20
O95470;Q86XL3	Null	Null	0
Q9BUL5;P45984	Null	Null	0
Q9NUM3;Q5SR56	Null	Null	0
P61019;Q8WUD1	0.00307152889294	0.00307152889294	1
Q86W33;Q96AN5;Q9HD20	Null	Null	0
Q96QT4;Q8NE01	0.0249811392398	0.0249811392398	1
Q16635;Q96E52;P03886;O95169	6.00215786782e-05	0.019570617075299945	34
Q96G75;Q9NWZ5	Null	Null	0
P49366;P49902;Q01804	Null	Null	0
Q07002;Q00537;P49759	Null	Null	0
Q9NWT6;O75676;Q2TAK8	0.0140239232734	0.0318522355056	2
P60510;P52564	0.000913636438104	0.025437171097152	2
A2RRP1;Q6NUQ1	8.80725130592e-05	0.018904218613703748	19
Q9BXB1;Q99624	0.0412213527178	0.0412213527178	1
Q8IY17;Q6ZV29	3.30271923972e-05	0.0086490288192793	4
Q8IUH3;Q92879	Null	Null	0
Q96DH6;O43347	0.000547340298831	0.0194294991784155	2
Q9Y697;Q9H1K1	0.0173623722658	0.032567687437466665	3
F5GX28;P45984	Null	Null	0
Q8NEY1;Q9H853	Null	Null	0
O75342;Q96QA5	0.0328395979444	0.03596644020478571	7
Q4KMZ8;Q9Y2P4	Null	Null	0
P49748;P13196;P05166;Q9Y375	0.000796462062676	0.0274634690396987	26
P51116;P51114	0.0011889789263	0.0137844209996	4
Q13451;Q15759;O75676	0.0022563747966	0.013187081521052857	7
Q9H3F6;Q8WUA2	0.0378722612598	0.0378722612598	1
Q9Y2B2;O15270	0.0165230325393	0.036061500168483335	6
Q14320;Q9UHX1	0.0467979589034	0.04932941456436	5
P14618;Q96G03;P13716	0.000765839919749	0.012099477507681124	8
P62380;P20226	0.00011206468041	0.018460514590480998	10
Q96DU7;O15264	Null	Null	0
O14828;Q6NXT4;O15127	9.43594460774e-06	0.03321637223843591	3
Q9BRU9;Q9Y324	Null	Null	0
Q9H869;Q15329	Null	Null	0
Q9H061;Q9H3K2	0.0447314549968	0.0447314549968	1
Q9UJT0;Q9UJT1	0.00165240258383	0.00165240258383	1
Q96C00;Q9HCK0	Null	Null	0
O00258;Q969W0	0.0499607057562	0.0499607057562	2
Q9GZZ8;P10092	Null	Null	0
Q15813;Q96DB5	Null	Null	0
Q13188;Q13043	4.71817034246e-06	0.018684711632633744	6
Q9Y4C8;P78362;Q13242;Q13243	6.97684111746e-05	0.020243757320568413	16
O75373;O95409	Null	Null	0
Q16690;P49674	Null	Null	0
O75366;P09327	Null	Null	0
Q14493;Q9H008;Q96FW1	0.00108954381919	0.02060267925182111	9
Q8IW75;P05120	Null	Null	0
Q9UQ07;P51956;Q8IZL9	Null	Null	0
Q6IQ32;E7ENI0	Null	Null	0
Q9P2P1;Q5T4D3	Null	Null	0
Q13616;P63208	4.71817034246e-06	0.00511327168411957	128
Q96AB3;O60930	Null	Null	0
Q8TDD1;Q8NFW8;Q5SY16	Null	Null	0
Q9Y2R4;Q96D46	Null	Null	0
Q6UW68;A0PJW6	Null	Null	0
Q8NFT6;O00311	0.0059448946315	0.02200200784945	4
P06702;P05109	1.57272344749e-06	0.01087379733318926	24
Q969G2;P28069	6.60543847944e-05	0.014312664097255874	50
Q9NQ88;Q5T1V6	0.0499622784796	0.0499622784796	2
O43143;Q96I25	0.000830397980273	0.01626013992073043	7
Q16880;Q969P0	Null	Null	0
Q9BUM1;Q6DD88;Q6ZMG9	0.0499591330329	0.04996018151519999	3
Q6UVJ0;Q2KHM9	0.00165240258383	0.021847222891015	2
Q6ZN17;Q9BWF3;Q9BQ04	0.0130529013395	0.0130529013395	1
O75387;Q9Y289	0.0288374571331	0.0361134940442	2
P35568;Q14CB8	0.0441674382201	0.0441674382201	2
Q9P1Z3;Q9NRU3	Null	Null	0
P46783;P46781	0.000684134699657	0.010138910476196573	35
Q8N4J0;Q96RG2	0.0412213527178	0.0412213527178	1
C9IZW8;P17568	0.000188726813698	0.004796531685797094	21
Q8NF37;Q7L5N7	0.00011206468041	0.0120256471883639	10
Q8IXK2;Q5SRI9	Null	Null	0
Q6ZSB9;Q96BR9	Null	Null	0
Q8IY81;Q6RFH5;Q8IWA0	Null	Null	0
P68400;Q8WUA2;Q9UBC1	0.0499591330329	0.0499591330329	1
P49190;Q08357	0.0249811392398	0.0249811392398	1
P58335;Q9H6X2	0.00150685995878	0.025104104571296	5
Q8N9N5;Q15723	Null	Null	0
Q9NWZ5;Q9NVE7	Null	Null	0
P08637;P01880	Null	Null	0
Q8NC67;Q8N8Z6	Null	Null	0
O43159;Q96RU7	0.0499607057562	0.0499607057562	1
P0C0S8;P61513;Q5QNW6;Q8IUE6	0.00287630629211	0.016455025172593334	9
O60906;O75387	0.0249811392398	0.0249811392398	1
P49750;O15514	Null	Null	0
P16402;P22492;Q02539;P16403	9.33257781678e-09	0.0049868876206368914	43
Q9Y5K5;Q9H9F9	0.00702221019303	0.030083578344676665	3
Q8TED1;Q4LDR2	Null	Null	0
Q9BRR3;Q16739	0.00973795623687	0.00973795623687	1
Q9BVJ6;Q9NV06	0.00278372050205	0.021913935336412498	4
Q9Y243;Q14680	Null	Null	0
Q9NYH9;Q15269;Q8NI36	7.48585863061e-07	0.0025278394738429016	10
O95747;Q16851	0.0499607057562	0.0499607057562	2
Q8ND83;Q16825;Q9H7U1;Q86V25	Null	Null	0
Q96S94;Q9UK58	Null	Null	0
B9A064;Q5VTM1	Null	Null	0
Q9UHP7;P26715	0.0096014766469	0.0096014766469	1
Q9H1A4;Q9UJX4	4.40362565296e-05	0.00680928790038431	39
O00584;O00754;P34059	0.00345925058386	0.027263219162976665	12
Q9GZZ9;A0AVT1	0.0178346838945	0.0178346838945	1
Q6PI78;Q8TDT2	Null	Null	0
O94985;Q9H4D0	0.0301572712125	0.03455880311705	4
Q9UI42;P48052	Null	Null	0
Q9NPI6;Q8IZD4	0.000165135961986	0.014247675307914666	9
Q9NRY2;Q68E01	0.0023779578526	0.0023779578526	1
Q9NZD2;P52566;Q15126	0.0496805477378	0.0496805477378	1
Q9BUL8;O00506	0.0023779578526	0.0163484602366375	8
Q9NY93;Q8N8A6	Null	Null	0
Q8WZ71;Q99943	0.0248169195602	0.0248169195602	1
P0DJI8;P0DJI9	0.000344178110245	0.000634585633569	3
Q96Q40;Q13451	Null	Null	0
P21709;Q9UF33	0.00059448946315	0.01759878803147333	6
Q8N9F0;Q5K4L6	Null	Null	0
Q13705;P27037	7.07725551369e-05	0.012793730504939111	17
Q9Y2X9;P35789	0.0469415688162	0.0469415688162	1
Q8IU85;Q9UQ88	Null	Null	0
Q9HBR0;Q96MH6	Null	Null	0
Q9Y4A8;Q9BYV9	0.0499622784796	0.0499622784796	3
A0FGR8;Q9BSJ8	1.57272344749e-06	0.006737987868882248	6
Q93033;Q9Y6X5	Null	Null	0
O95772;Q14849	7.07725551369e-05	0.004303495593480484	6
P49407;P32121	0.000143117833721	0.0118502363242256	50
Q96H86;Q8NCP5	Null	Null	0
P47895;P53004	0.0499622784796	0.0499622784796	1
Q8NB78;Q9H334	Null	Null	0
P51825;P51826;O00472;Q9HB65;Q9UHB7	4.93613065536e-11	0.013753816968029863	5
O43763;P78424	Null	Null	0
Q9Y337;P49862	0.00115456111528	0.005517800885605715	14
P34059;O00754;P61916	8.97596822595e-06	0.02271961630778089	18
Q8TDN4;Q9NPI1	Null	Null	0
P38571;Q9UMR5	0.00105914789412	0.02625330364804	3
Q8NBT0;O43303	0.0499607057562	0.0499607057562	1
Q9Y6N1;Q99595	0.0499607057562	0.0499607057562	2
Q9UGQ2;Q00765	0.0499607057562	0.0499607057562	1
Q96K80;Q9HAN9	0.0148440007056	0.029505719462849998	2
Q96BW1;Q7Z5L9	Null	Null	0
Q02386;Q8NCN2;Q96JB3	0.0166125692308	0.0166125692308	1
Q9UK96;Q9UK97	0.0389296234956	0.0389296234956	1
P49711;O43167;Q2TB10;P57071;Q9H116;Q96JP5;Q96ME7	0.0499528421391	0.0499528421391	3
Q96ME7;Q7Z7K2	Null	Null	0
O60476;P33908	4.71817034246e-06	0.011996242866631745	13
Q99418;Q15438	0.00104220152781	0.006427138124928572	7
Q5VTM1;P00450	0.00999245569595	0.033974349366259995	5
Q49A26;Q8TBK2	Null	Null	0
O43173;Q5VSG8	Null	Null	0
P20248;O96020	0.000122672428904	0.009342847716637806	31
Q0VDI3;Q9NUH8	Null	Null	0
Q9BXX0;Q86Z23	Null	Null	0
Q99757;P51553	0.03471599802	0.0423391382498	2
Q9H015;O75387	0.0288374571331	0.0288374571331	1
Q0P6H9;Q7Z388	Null	Null	0
Q9BY32;P29144;Q9UJY1	Null	Null	0
Q9Y6Y1;Q9NVE7	Null	Null	0
O14981;Q96BW1	Null	Null	0
Q68CP9;Q9HCK8	Null	Null	0
O75081;Q8WVJ9	0.0499622784796	0.0499622784796	3
Q9ULA0;Q01804	Null	Null	0
Q96B77;Q96AN5	Null	Null	0
Q8IYI8;O95409	Null	Null	0
Q9UK73;Q13043	0.0080748446099	0.02901777518305	2
Q96JM7;Q9Y2R4	Null	Null	0
Q92625;Q96RR4	0.00692963177905	0.011432964255916667	3
O14492;Q9NWX5	Null	Null	0
Q9H074;Q9NQ48	Null	Null	0
Q5JVF3;O60318	0.00396326308767	0.015060399733135	2
Q9H0M0;Q96J02	4.40362565296e-05	0.0199450280386112	8
Q07960;P00352	0.0496868035517	0.0496868035517	1
Q9UHA2;Q96RY5	Null	Null	0
Q9UKT9;Q9H2S9	0.0499607057562	0.0499607057562	1
Q6UUV7;Q9NS73	Null	Null	0
P22894;P20061	Null	Null	0
P23527;P58876;Q49A26	7.75696163453e-05	0.018950360137314153	117
P63092;Q14344	0.000167413699393	0.025106943679333315	19
O00194;P51159	4.17185588175e-05	0.0066971365339175	5
P14136;Q6A163	Null	Null	0
Q5H9F3;Q07864	0.00433442582127	0.00433442582127	1
Q13370;Q9UL01;Q9NUE0	Null	Null	0
Q13322;Q9UQC2;Q86X27	0.00147425751285	0.005763142297614285	7
P62736;P68133;Q9BYX7	0.000231538001437	0.021689989174533585	12
Q969V3;Q96GQ5	Null	Null	0
Q9ULX3;Q96GA3;Q2NL82	1.23516667405e-05	0.003945308739525357	7
Q9ULC4;Q13564	0.0441674382201	0.04706407198815	2
O76082;Q8N370	0.0249811392398	0.038435788333024995	4
Q8IX01;Q9HAN9	0.0441674382201	0.0441674382201	1
Q8TF63;Q8N9W6	Null	Null	0
O95140;Q8IWA4	0.000275515116715	0.007371758934074	10
Q8N3E9;P50579	Null	Null	0
P34059;P15289	0.00105914789412	0.029947952807923638	11
P22670;O14981	Null	Null	0
Q96PY6;Q9NRM7	0.0499622784796	0.0499622784796	4
Q6IAN0;Q8TC12	0.0499622784796	0.0499622784796	1
Q9NXV2;Q99933	0.0499607057562	0.0499607057562	2
Q5SWX8;Q96B77	Null	Null	0
Q9BW04;Q9ULC4;Q96L46	Null	Null	0
Q32NB8;P43155	Null	Null	0
Q9Y2Z0;Q13188;Q2VPK5	0.0284942180542	0.03922667554355	2
Q2M1P5;Q14679	0.0499622784796	0.0499622784796	1
Q15464;Q13613	Null	Null	0
Q8IYS2;Q3MIP1	Null	Null	0
Q9BRT9;Q9BRX5	9.43634068492e-06	0.010170278293752435	9
Q8TCE9;Q9H0N5	Null	Null	0
Q8N394;Q643R3;Q92604	0.000490463159471	0.014101553147240334	3
Q6IN85;Q5MIZ7;Q6NZ67	0.00230140528711	0.004640257788896666	3
Q92561;Q96FC7	Null	Null	0
Q9UF11;P49069	0.0499607057562	0.0499607057562	1
Q96GQ7;Q9NVP1	Null	Null	0
P01031;Q5VTM1;A8K2U0	0.0499622784796	0.0499622784796	2
P51812;Q15349	3.30271923972e-05	0.006647168649365988	53
Q9UJU5;O60548	Null	Null	0
Q8N539;Q9Y673	0.0499607057562	0.0499607057562	1
O75037;O60282;O43896	0.000739602832704	0.021066829583113	8
Q02880;P11388	0.000349313808692	0.01583591074972782	11
Q9NTJ5;P37268;Q53EU6	0.0110764138585	0.02652111440383333	3
P33908;Q86SF2	Null	Null	0
Q9NU53;B0FP48	0.0156609678206	0.0157995604562	2
P0DPH7;Q9NY65	0.00026893570952	0.009694596829838484	66
Q16670;O60304	Null	Null	0
Q99576;Q9NWZ5	Null	Null	0
Q9P0N8;Q5TGU0	Null	Null	0
Q9BYN7;Q02086	Null	Null	0
Q8WVE6;Q96A54	Null	Null	0
O95376;O75582	Null	Null	0
Q9BRR3;P0CG08	Null	Null	0
Q8WV48;P37287	Null	Null	0
Q5T7B8;O43303	0.00687437418896	0.02845738229992	3
Q9H9Z2;P0CB38	Null	Null	0
Q15646;Q9Y6E0;P46734	Null	Null	0
Q9BWV3;O60678	Null	Null	0
Q9NUE0;Q9NYG2	Null	Null	0
P13473;P11279	0.00105914789412	0.0013549224061380001	5
Q8NHS3;Q96SL1	Null	Null	0
O60266;P51828	1.25155676453e-05	0.005051850877970284	91
Q9H672;Q8WXK3	0.0389296234956	0.0389296234956	1
Q9UPZ9;Q96Q40	Null	Null	0
Q13585;P30550	0.00329224164765	0.00333746072922	2
Q8IUI8;Q9NSV4	Null	Null	0
Q96EU6;Q9H9L3	0.0236580060386	0.02650568717708	5
Q96LD4;Q13867	Null	Null	0
Q86YC2;Q8IVW6;Q9NX70	Null	Null	0
P46937;P55263	0.0499607057562	0.0499607057562	1
P41273;Q86VU5;Q9UJ14	0.0356132872672	0.0356132872672	1
Q53EU6;P37268	0.0386477252339	0.0444063300023	4
Q9H2K0;Q96E11	0.00672811090835	0.008912623776925	2
Q15654;O60504	Null	Null	0
Q9BYK8;Q8NFW8	Null	Null	0
P15692;P49765	7.30074779307e-06	0.011715721750778778	33
Q9NSY0;Q9UHY1	Null	Null	0
Q13427;Q8WUA2;Q9UBC1	Null	Null	0
P41227;Q9BXJ9	0.00396326308767	0.0233891499301425	4
Q9Y2H9;Q9P0L2;Q6P0Q8	0.0313822165512	0.0313822165512	1
Q6NUK4;Q9H6H4	0.00644030251746	0.019725097478353333	3
Q14258;Q7Z417	0.00909605350365	0.0334996510639625	4
P36382;P29033	0.000830397980273	0.020715486499593667	9
P68871;P69905	0.0498633432748	0.04994578927896667	6
Q96CP7;Q5I7T1;Q9BXJ8	Null	Null	0
Q9NPI1;P49674;Q86UV5	0.0468955142164	0.0468955142164	1
Q8NCA9;Q9Y2X9	Null	Null	0
Q9H0X4;Q86VU5	Null	Null	0
Q15013;P30291	Null	Null	0
Q9UQ84;Q9UGU0	0.0498932456821	0.0498932456821	1
Q16850;Q96KC8	0.0386477252339	0.038850381525	2
Q8WUA2;Q9UBC1	Null	Null	0
O43692;Q641Q3	Null	Null	0
Q9UKY3;P23141	0.0115297565723	0.030746017526039997	5
Q9NRZ5;Q9NUQ2	9.59526852803e-05	0.011573604754803367	9
Q9Y463;Q96SY0	Null	Null	0
Q96EH3;P49590	Null	Null	0
P84085;P61204	0.00388686777504	0.014538800346171428	7
P53804;Q9NUQ6;Q9NPI1;P49674	Null	Null	0
Q16777;P61513;Q8IUE6;P58876	5.07984080371e-05	0.01952238695579939	72
Q96DA6;Q9Y6N1	0.0499622784796	0.0499622784796	1
P78368;O14733	Null	Null	0
Q9H061;Q8N8R3;P12236	0.0499622784798	0.0499622784798	1
Q9NZB2;Q460N5;Q92888	0.00636073176404	0.02815993239847	2
Q58FG1;Q58FF7	Null	Null	0
P15923;Q99081	0.000552025930068	0.019153412505192	4
O75496;O00625	0.0499607057562	0.0499607057562	1
P22466;Q9UHG2	0.000296727784216	0.019308960324511	6
A6NDY0;Q8NEX9	Null	Null	0
O15014;Q9UL03	0.0223207086778	0.0223207086778	1
Q96A25;Q16880	Null	Null	0
Q96N38;Q96ME7	Null	Null	0
Q9UN70;Q9HCL0	Null	Null	0
P15559;P78318	0.0238710069055	0.02849933574925	2
Q9NQZ2;O43818	0.00278372050205	0.021913935336412498	4
P55265;Q9Y2R4;Q9NRR4;Q96JM7	0.0499575603094	0.0499575603094	2
Q8TE77;Q9UQ88;Q8IU85;P21127	0.0104167363927	0.031047633364560002	5
P62424;P84098;P62263;P61247	3.177528024e-08	0.004753409632198565	74
Q9BQG2;O14733	Null	Null	0
Q8TDY8;Q7Z5N4;Q58EX2	6.29089378995e-06	0.018051779339847487	4
Q5VV67;Q7RTN6;Q3L8U1	0.00832421855428	0.01671309294484	2
Q9NVR7;Q8NBT0	Null	Null	0
Q9BRH9;Q9H9D4;Q96JB3	Null	Null	0
Q86V21;Q05086	Null	Null	0
Q96IV0;P11172	0.0134562218167	0.04671565304285555	18
Q9HC36;P12694	0.0496868035517	0.0496868035517	1
P53794;O60779;Q6N075;Q68DH5	Null	Null	0
Q9NWZ5;Q9HCN4	Null	Null	0
Q9BVV6;Q5JTW2	0.00447779197975	0.00447779197975	1
O15350;Q9HCN4	Null	Null	0
Q9NYL2;Q9BVS4	Null	Null	0
Q86TI2;Q9NYL2	Null	Null	0
Q8N0Z3;Q96JN8	Null	Null	0
Q6TCH7;Q6NXT4	0.0499607057562	0.049960705756200006	3
Q96JJ7;Q6PKC3	Null	Null	0
O15397;O43592;Q9UI26;Q9C0E2;Q9NWZ5;Q9NSV4	Null	Null	0
Q9NSC2;Q9BXA9;Q9Y467	Null	Null	0
Q6ZNG0;Q8NCP5	0.0370188223986	0.0370188223986	2
P54253;Q9NS73	0.0499607057562	0.0499607057562	1
Q7Z5Y7;Q9Y2K2;Q9H9V9	Null	Null	0
Q9BSC4;Q68CQ4	Null	Null	0
P25311;P02743;Q6P5S2;Q96DA0	0.0499575603094	0.0499575603094	1
Q15700;Q12959	0.000122026784541	0.011812676641495858	21
Q7Z2K6;Q8TEQ8;Q96N66	Null	Null	0
Q9BYV8;Q13464	0.0386211477818	0.044290926769	2
Q9Y5Q8;Q9Y463	Null	Null	0
Q6UWP7;Q92521;Q643R3;Q9H6H4;P04035	0.00702998293761	0.013876612287187144	7
P52739;Q96K62;Q9HBE1	Null	Null	0
Q96RG2;Q9UKZ1	Null	Null	0
Q01973;Q9Y6N7	Null	Null	0
Q9H2A7;Q8IV31	Null	Null	0
Q9BSA4;Q9C0H2	0.0023779578526	0.013372343232843335	6
Q96E29;Q07973	0.0249811392398	0.036067205092	3
O15523;Q3B8N2	Null	Null	0
Q86WJ1;P52630	0.0447314549968	0.0473468667382	2
Q9Y2Q3;P48735	0.000147734048199	0.025992996347047142	7
Q9H467;Q9H2G9	Null	Null	0
Q11203;Q8IXK2	0.00011766791443	0.02187412130002375	8
Q9UBU6;Q96ES6	Null	Null	0
P56282;Q07864	4.40362565296e-05	0.004341755231751264	42
O95747;O43776	0.0100498012956	0.027177665322299996	8
Q16222;Q6NYC1	Null	Null	0
O95235;Q02241	0.000122672428904	0.020276424420221557	9
Q9UN36;Q16851	0.0499607057562	0.0499607057562	1
O43301;Q96FW1	Null	Null	0
Q6Y1H2;Q8TEB9	Null	Null	0
Q96RS0;Q08752	Null	Null	0
O95258;P12235	0.00161868008212	0.00161868008212	1
Q9H3N1;B0FP48;A8MVW0	Null	Null	0
P68371;P68366	0.00026893570952	0.00930437355444224	75
Q7Z2W4;Q01804;Q8TDQ7	Null	Null	0
Q53H80;Q01664	Null	Null	0
P19526;Q8N6G5	0.0249811392398	0.036076048583525	4
P54687;Q9H7D7;P45984	0.0107671461343	0.018538083472266667	3
P08581;Q04912	0.00225099676955	0.026105851262875	2
P08567;Q92888	0.0496868035517	0.04982375465395	2
Q9UGN5;Q8IUF8	0.0386477252339	0.0386477252339	1
Q8TF50;P36508	Null	Null	0
Q96ME7;Q9NQZ8	Null	Null	0
Q8N488;Q9H2X6	0.000990815771916	0.018350400606654	4
Q8N0W7;Q5SWX8	Null	Null	0
Q96SZ6;Q5ST30	Null	Null	0
P13796;P62736	0.0499622784796	0.0499622784796	2
Q96JB3;Q16587	Null	Null	0
Q08357;O15244	0.000328881305345	0.018049159226081666	3
Q9NTX5;Q8NFI3	0.0368845862502	0.0368845862502	1
Q9Y2T1;P49841	9.59526852803e-05	0.008305700416655085	27
P12644;Q96S86	0.0249811392398	0.0416347078252	3
P05109;P06702;P18510;Q92743	4.71817034246e-06	0.01447966991739752	14
P36896;P27037	7.07725551369e-05	0.012535002686693223	13
Q9Y2G7;Q96ME7	Null	Null	0
Q9BPU6;O14531;Q01581	0.000754463648356	0.024383031163464	4
Q03518;Q03519	5.54856832273e-05	0.011456139086419743	43
Q9BU23;Q9H6U8;Q8TEQ8;Q9UKY4	0.0180618049841	0.0324003530263	4
P08047;Q96JF6	0.0499607057562	0.0499607057562	4
P10619;P16278	3.14544689497e-06	0.016772805547916193	37
Q7Z2E3;Q8ND90	Null	Null	0
Q9BRS2;Q9BVS4	0.000379243278216	0.02378545105985943	7
Q96DC8;Q9HAC7;Q9BXW7	Null	Null	0
Q92888;Q9NZN5;Q9H4A3	0.00253320108605	0.020063332215223335	15
Q6PJG6;O75582;P78347	Null	Null	0
Q15208;Q16659	Null	Null	0
P98194;Q9H7F0	Null	Null	0
Q75V66;Q9NV64;Q9UKY4	0.000772447037446	0.015048464463845078	13
Q8TBN0;Q6ZVK8	Null	Null	0
Q5EBL2;Q9HBE1;Q96JP5;Q92610;Q8N1G0	0.0136346997018	0.035609475885875	4
Q96GA3;Q8TBK2	Null	Null	0
Q9NTJ5;Q9H6R6	0.0499607057562	0.0499607057562	1
Q6AZW8;Q15973	0.0216666486958	0.0216666486958	1
Q9HAV4;P49674	0.033127664593	0.03873867831406667	3
Q8NFW8;Q8WVB6	Null	Null	0
P02647;P02649	9.73433039076e-06	0.017517384586729277	61
O43299;P25440	Null	Null	0
P55060;Q9UI26;P49674	0.0458503769416	0.0458503769416	1
Q92786;Q00537;Q9H0K1	Null	Null	0
Q96HP0;Q8IUC4	Null	Null	0
Q8N1W2;Q9BUG6	Null	Null	0
P00374;Q86UV5	0.0390530378161	0.0390530378161	1
Q9H8H2;Q9Y3C1	Null	Null	0
Q8WVY7;Q9UGN5	0.0365957501426	0.0381380436004	3
Q8NA72;Q15468	Null	Null	0
Q6ZPD8;Q8WV15	Null	Null	0
Q13231;P26022	Null	Null	0
P31260;P61371	Null	Null	0
Q9P265;P29597	Null	Null	0
Q69YH5;P51784	Null	Null	0
O95864;Q9Y5Q0	0.0276072562975	0.0321452884376	3
Q96FE5;Q7L985	0.0499607057562	0.0499607057562	1
Q9H6A0;P29144	Null	Null	0
Q6R2W3;Q8IYS1	Null	Null	0
Q9H7U1;Q6P0Q8	Null	Null	0
